"tf","gene","Gain","Cover","Frequency","Cor"
"IRF5","AHR",0.563708778541885,0.174,0.174,0.554892127616819
"KLF6","AHR",0.115041653573385,0.076,0.076,0.348827023300582
"TFEC","AHR",0.0880139054249772,0.048,0.048,0.328979994813694
"BHLHE40","AHR",0.0873561825826419,0.098,0.098,0.535791861146136
"PRDM1","AHR",0.0313141546845306,0.06,0.06,-0.461292398336466
"STAT3","AHR",0.0194237901055928,0.106,0.106,0.252295728488816
"SPIB","AHR",0.0118848021060222,0.01,0.01,0.550818063952671
"STAT1","AHR",0.00977188887949246,0.038,0.038,-0.196122690901675
"NFE2L1","AHR",0.00781080556696269,0.036,0.036,0.113199720834064
"FOXC1","AHR",0.00721287632406198,0.034,0.034,0.159507645037797
"KLF2","AHR",0.00484594346596687,0.036,0.036,0.0437518893052201
"MEF2C","AHR",0.00458498007440069,0.032,0.032,0.0490179773438819
"IRF7","AHR",0.00429624358586251,0.008,0.008,-0.307321105703354
"YY1","AHR",0.00410007771734109,0.02,0.02,0.324254401495933
"NFATC2","AHR",0.00375616890951204,0.02,0.02,0.290483863496848
"BHLHE41","AHR",0.00361477060611951,0.008,0.008,-0.404746645943723
"POU2F2","AHR",0.00345100396542558,0.026,0.026,-0.0280898304591442
"ZBTB14","AHR",0.00319974433734545,0.016,0.016,0.134159336904953
"RORA","AHR",0.00292470686392461,0.02,0.02,0.186855541558045
"IRF1","AHR",0.00252149243234566,0.014,0.014,-0.114433496507646
"ZKSCAN1","AHR",0.00248931667717568,0.008,0.008,-0.229153895209483
"TWIST1","AHR",0.0024274288437682,0.006,0.006,0.249568712761735
"ETS1","AHR",0.00234396697469329,0.01,0.01,0.257355567845827
"RREB1","AHR",0.00225703708253518,0.016,0.016,-0.0957602270171447
"RARA","AHR",0.00212845157490712,0.014,0.014,0.113795318186723
"IRF8","AHR",0.00189194314811531,0.014,0.014,0.287913620151405
"POU3F1","AHR",0.00182499313809332,0.008,0.008,0.129840288073945
"ONECUT2","AHR",0.00109461956498279,0.006,0.006,0.196056193745247
"HLF","AHR",0.000674110744213061,0.002,0.002,0.378660775895465
"SOX4","AHR",0.000570000351467786,0.004,0.004,0.241084158743815
"MEF2D","AHR",0.000501499991449754,0.004,0.004,-0.16240109201127
"NFATC1","AHR",0.000451304470560257,0.004,0.004,0.0934525803408902
"MAFF","AHR",0.000407672258733637,0.004,0.004,-0.00384417538528687
"PPARD","AHR",0.000393800543980702,0.004,0.004,0.0276164113529185
"NR4A1","AHR",0.000381488819328556,0.004,0.004,0.117363834705951
"KLF9","AHR",0.000281976566801876,0.002,0.002,0.162935449300492
"MAFG","AHR",0.000244062822028947,0.002,0.002,0.0887976729643543
"TCF7L1","AHR",0.000214853813019776,0.002,0.002,0.0366573108505407
"SPI1","AHR",0.000213792058107634,0.002,0.002,-0.00352830932647208
"ELF4","AHR",0.000193021656013795,0.002,0.002,0.236785986620691
"ZNF740","AHR",0.000180689152227506,0.002,0.002,0.0274067068827132
"IRF2","AHR",0,0,0,-0.128714682573297
"SOX9","AHR",0,0,0,-0.0467351236317329
"ZNF354C","AHR",0,0,0,0.0857592163116307
"NR4A2","AHR",0,0,0,0.0782712217749269
"KLF5","AHR",0,0,0,0.158578687212617
"NFAT5","AHR",0,0,0,0.0912394456925658
"LIN54","AHR",0,0,0,-0.00203080618122329
"NFATC3","AHR",0,0,0,0.00320140169983939
"POU6F1","AHR",0,0,0,-0.0418760858578215
"ELF5","AHR",0,0,0,0.0211806017415462
"FLI1","AHR",0,0,0,-0.0699825149756754
"HNF1B","AHR",0,0,0,-0.0365856621862097
"IRF9","AHR",0,0,0,-0.0783279981014812
"MLX","AHR",0,0,0,-0.00490802258523791
"MLXIPL","AHR",0,0,0,-0.0255713070417124
"NFIX","AHR",0,0,0,-0.00731960559198609
"NKX6-1","AHR",0,0,0,0.134415786274509
"SP4","AHR",0,0,0,0.0273475390185975
"TFEB","AHR",0,0,0,0.198106451160651
"MNX1","AHR",0,0,0,-0.0355834387828209
"BCL6B","AHR",0,0,0,0.0966761291573865
"ZNF143","AHR",0,0,0,0.000289321737637284
"ZNF410","AHR",0,0,0,-0.00319543225423148
"ONECUT3","AHR",0,0,0,-0.0133747206983049
"ERF","AHR",0,0,0,0.13661359852211
"ETV2","AHR",0,0,0,-0.0202152184808938
"POU2F1","AHR",0,0,0,-0.134968554349254
"POU3F2","AHR",0,0,0,0.0149033844810896
"POU4F1","AHR",0,0,0,-0.0141900596992114
"TEF","AHR",0,0,0,0.0270507292563281
"EMX2","AHR",0,0,0,-0.122514345210958
"HMBOX1","AHR",0,0,0,0.00790812586863266
"HOXA10","AHR",0,0,0,-0.0122455100857581
"HOXB3","AHR",0,0,0,-0.078062503647623
"NEUROD1","AHR",0,0,0,0.0226181773710089
"NR2F2","AHR",0,0,0,0.00169598493446827
"POU5F1","AHR",0,0,0,-0.0339967993067721
"TFDP1","AHR",0,0,0,0.20211131080661
"ZNF24","AHR",0,0,0,0.0570785018591629
"ZNF384","AHR",0,0,0,0.0172474056032649
"ZNF282","AHR",0,0,0,0.118056735204451
"GATA3","AHR",0,0,0,0.0290616715652106
"SOX15","AHR",0,0,0,0.0212297042961994
"TFE3","AHR",0,0,0,0.0908744254429163
"IRF3","AHR",0,0,0,-0.224114283745318
"IRF4","AHR",0,0,0,-0.267083956898338
"ARNT2","AHR",0,0,0,-0.0366030072379878
"HES6","AHR",0,0,0,0.0354171008285958
"HOXB6","AHR",0,0,0,0.0523570303938006
"HOXB7","AHR",0,0,0,-0.0905802384878511
"HOXC8","AHR",0,0,0,0.0183042370088973
"KLF10","AHR",0,0,0,-0.183807703096744
"KLF15","AHR",0,0,0,-0.0463510864835416
"KLF3","AHR",0,0,0,0.133543649656784
"NKX6-3","AHR",0,0,0,-0.058200617514058
"NR1I3","AHR",0,0,0,-0.0210841338575819
"SNAI3","AHR",0,0,0,-0.141391356124823
"VEZF1","AHR",0,0,0,0.0722601513479655
"ZBTB26","AHR",0,0,0,0.0467692967698069
"ZBTB32","AHR",0,0,0,0.111750216197818
"ZNF460","AHR",0,0,0,0.058768956784651
"SP1","AHR",0,0,0,-0.0950342147179643
"SP2","AHR",0,0,0,0.0982723613906047
"SP3","AHR",0,0,0,-0.0471081205989408
"TCFL5","AHR",0,0,0,0.015135298609349
"PRDM4","AHR",0,0,0,0.173895854897908
"ZKSCAN5","AHR",0,0,0,-0.0726624701102133
"ZNF148","AHR",0,0,0,0.0900254214062174
"ZNF652","AHR",0,0,0,-0.167853264748139
"E2F6","AHR",0,0,0,-0.0747578210405915
"EGR1","AHR",0,0,0,0.111218383974321
"EHF","AHR",0,0,0,0.160218680307574
"ELF1","AHR",0,0,0,0.176550958420008
"ELF3","AHR",0,0,0,-0.0401341821893079
"ETV1","AHR",0,0,0,-0.00924597573734497
"GABPA","AHR",0,0,0,0.00385391980154459
"KLF4","AHR",0,0,0,0.183916240093402
"MEF2A","AHR",0,0,0,0.13472258521644
"NFIL3","AHR",0,0,0,-0.141589238550371
"POU2F3","AHR",0,0,0,0.0866033193772756
"TFAP2A","AHR",0,0,0,0.0816850964495151
"KLF6","ARID3A",0.656079829218043,0.09,0.09,-0.580174213615828
"MLX","ARID3A",0.101565343768473,0.074,0.074,0.587840368989979
"KLF9","ARID3A",0.0357840271057125,0.03,0.03,-0.698444977388667
"PRDM1","ARID3A",0.0319419189651814,0.042,0.042,0.515626392394665
"ETV4","ARID3A",0.0276006718692279,0.016,0.016,0.330788198093204
"IRF1","ARID3A",0.0205180402200164,0.07,0.07,-0.281711591997643
"TFEB","ARID3A",0.0171827866228842,0.022,0.022,0.212665586286972
"IRF4","ARID3A",0.0165022823032874,0.048,0.048,0.644857839034085
"ETV5","ARID3A",0.00914835614145146,0.014,0.014,0.220503704846099
"TFDP1","ARID3A",0.00819845180941476,0.012,0.012,0.421798151629202
"KLF10","ARID3A",0.00755476575847339,0.054,0.054,-0.261542776231898
"KLF3","ARID3A",0.00754823871611721,0.01,0.01,-0.646583504745926
"ZNF341","ARID3A",0.00731287853678539,0.014,0.014,0.190097070182814
"SPI1","ARID3A",0.00530881026070254,0.046,0.046,0.0565393567147826
"ZNF16","ARID3A",0.00524516860262835,0.04,0.04,0.092869556440564
"SP2","ARID3A",0.00410871106144168,0.022,0.022,-0.229401364691721
"IRF7","ARID3A",0.00402537592560963,0.042,0.042,0.0815467973647882
"TCF4","ARID3A",0.00359029607964434,0.044,0.044,0.0568843126799589
"BACH1","ARID3A",0.00342734266386228,0.01,0.01,-0.668961047524583
"RREB1","ARID3A",0.0030965292825276,0.03,0.03,-0.340735163485817
"HINFP","ARID3A",0.00245104814167587,0.022,0.022,0.24736656010356
"ZBTB7A","ARID3A",0.00243148094453385,0.024,0.024,-0.0184883053921682
"TFAP2E","ARID3A",0.00234717973271581,0.026,0.026,-0.0993328438930672
"SNAI3","ARID3A",0.00197956059280077,0.012,0.012,0.160506380186746
"TGIF1","ARID3A",0.00176649770922519,0.018,0.018,-0.502804933182219
"GABPA","ARID3A",0.00164357545998327,0.02,0.02,-0.176884016623721
"PBX2","ARID3A",0.00143395020149924,0.016,0.016,-0.0138653533875451
"ZEB1","ARID3A",0.00118212855144891,0.01,0.01,-0.455084499958677
"POU4F1","ARID3A",0.00113333685243075,0.016,0.016,-0.0772211950185646
"MEF2C","ARID3A",0.000721596349474562,0.01,0.01,0.122266989967708
"ZBTB6","ARID3A",0.000720562767863759,0.004,0.004,0.189859125431213
"MAZ","ARID3A",0.00065972517084616,0.01,0.01,0.333642609523431
"ZNF740","ARID3A",0.000657029334429682,0.006,0.006,0.0341879735186493
"CREM","ARID3A",0.000599118330344024,0.01,0.01,-0.0848385105638381
"MNT","ARID3A",0.000586091685097834,0.004,0.004,0.0540653702875711
"CLOCK","ARID3A",0.000572444542947414,0.006,0.006,0.174516884810228
"IKZF1","ARID3A",0.000530709322785893,0.008,0.008,0.139562037425623
"HIF1A","ARID3A",0.000505990859246278,0.008,0.008,-0.367930038193906
"MGA","ARID3A",0.000467395713610793,0.008,0.008,-0.0648519460208688
"IRF9","ARID3A",0.00036452253798398,0.006,0.006,-0.119924460271478
"NR2C2","ARID3A",0.000266944655586573,0.004,0.004,-0.00825097118753959
"YY2","ARID3A",0.000236577175722347,0.004,0.004,0.0755287929455133
"NHLH1","ARID3A",0.000225269589297203,0.004,0.004,0.0551521446263147
"ZNF460","ARID3A",0.000130088219662114,0.002,0.002,-0.0419407515956702
"ELF3","ARID3A",0.00011702284788867,0.002,0.002,0.0141092502319509
"MEF2D","ARID3A",0.000108406249964268,0.002,0.002,-0.244223452425566
"ELF1","ARID3A",0.000106908291634649,0.002,0.002,-0.546785695054396
"ZNF135","ARID3A",0.000106891424017107,0.002,0.002,0.0723446080326439
"MAX","ARID3A",0.000106830190262112,0.002,0.002,-0.0257445798696212
"THRB","ARID3A",0.000101291643536265,0.002,0.002,0.0351291204921957
"REST","ARID3A",0,0,0,-0.0129786632015895
"INSM1","ARID3A",0,0,0,-0.00498317167435748
"PLAG1","ARID3A",0,0,0,-0.180445693292624
"KLF5","ARID3A",0,0,0,0.230658675115194
"HEY2","ARID3A",0,0,0,0.0136435398106617
"HNF1B","ARID3A",0,0,0,0.0309630484676223
"IRF8","ARID3A",0,0,0,-0.641914531925896
"MEF2B","ARID3A",0,0,0,0.0328172726938777
"NFIA","ARID3A",0,0,0,-0.0530632914869139
"SP4","ARID3A",0,0,0,0.121039363037453
"SPDEF","ARID3A",0,0,0,-0.177676160340762
"TBX2","ARID3A",0,0,0,-0.00162375143365796
"TBX21","ARID3A",0,0,0,-0.0519849596924755
"ZIC1","ARID3A",0,0,0,0.0616380580847452
"RARA","ARID3A",0,0,0,-0.33051948907098
"EGR3","ARID3A",0,0,0,-0.0629891106444104
"GLIS2","ARID3A",0,0,0,0.0542497712637675
"KLF16","ARID3A",0,0,0,0.272366962087489
"MEIS3","ARID3A",0,0,0,0.0575927704805634
"NFKB1","ARID3A",0,0,0,-0.0992109214140668
"NFKB2","ARID3A",0,0,0,-0.575493399778968
"TGIF2","ARID3A",0,0,0,0.0809392606107541
"EOMES","ARID3A",0,0,0,-0.04083960588585
"TBR1","ARID3A",0,0,0,0.0353960611468545
"TBX5","ARID3A",0,0,0,0.0929809581499015
"TFAP2B","ARID3A",0,0,0,0.0335153253261703
"TFAP2C","ARID3A",0,0,0,0.0515515567500633
"HES5","ARID3A",0,0,0,0.0330770805061056
"HEY1","ARID3A",0,0,0,0.120374074138361
"MYC","ARID3A",0,0,0,-0.127452469339932
"MYCN","ARID3A",0,0,0,-0.0673662253529123
"NEUROD1","ARID3A",0,0,0,0.00224681398465776
"POU5F1","ARID3A",0,0,0,0.018665575927413
"SOX15","ARID3A",0,0,0,0.0623673069264292
"GLI3","ARID3A",0,0,0,0.0181338459239171
"HES6","ARID3A",0,0,0,-0.0135797239963496
"KLF11","ARID3A",0,0,0,-0.600264645199044
"KLF15","ARID3A",0,0,0,0.0597686047961379
"KLF2","ARID3A",0,0,0,-0.61263514331408
"PPARD","ARID3A",0,0,0,-0.263325299481776
"SNAI1","ARID3A",0,0,0,-0.0520439552906747
"TBX6","ARID3A",0,0,0,0.0376741195409104
"THAP11","ARID3A",0,0,0,0.163872193808007
"ZNF682","ARID3A",0,0,0,0.155978211876005
"ZSCAN29","ARID3A",0,0,0,0.113233033259048
"HES1","ARID3A",0,0,0,-0.392629084479417
"HES2","ARID3A",0,0,0,0.126268209451296
"SP1","ARID3A",0,0,0,0.0569294330992387
"SP3","ARID3A",0,0,0,-0.275888155908127
"TCFL5","ARID3A",0,0,0,-0.312249137251994
"TFEC","ARID3A",0,0,0,-0.450056121708559
"ZBTB14","ARID3A",0,0,0,-0.0464389363425603
"ZNF148","ARID3A",0,0,0,-0.305403127318074
"CTCFL","ARID3A",0,0,0,0.0380407529346292
"E2F6","ARID3A",0,0,0,0.199921326000953
"EBF1","ARID3A",0,0,0,-0.509726615208465
"EGR1","ARID3A",0,0,0,-0.215467316390536
"EHF","ARID3A",0,0,0,0.0221932744397122
"ETV1","ARID3A",0,0,0,0.121208526086842
"KLF4","ARID3A",0,0,0,-0.339680472197829
"MEF2A","ARID3A",0,0,0,-0.34610336865755
"POU2F3","ARID3A",0,0,0,0.116887464463515
"SNAI2","ARID3A",0,0,0,0.0386096077349597
"TCF3","ARID3A",0,0,0,0.459059503817636
"TFAP2A","ARID3A",0,0,0,0.0864428587329469
"ZNF263","ARID3A",0,0,0,-0.0926242449715281
"ETV4","ARID3B",0.344438536831037,0.048,0.048,0.350472539579468
"ELK3","ARID3B",0.10644718036017,0.082,0.082,0.187882494560191
"SP4","ARID3B",0.0751530581230232,0.068,0.068,0.250355390082989
"TFDP1","ARID3B",0.0674282096826607,0.02,0.02,0.455412174020978
"ZBTB7A","ARID3B",0.0574387803837782,0.072,0.072,0.182314037895197
"E2F6","ARID3B",0.032324179771582,0.018,0.018,0.174742794169418
"ZNF263","ARID3B",0.0314764374203563,0.056,0.056,0.103600609284399
"ETS1","ARID3B",0.0292759039343017,0.018,0.018,0.396174894945091
"ETV5","ARID3B",0.0280414137033639,0.008,0.008,0.197536546595215
"MAFK","ARID3B",0.0244628969385458,0.044,0.044,0.232981088065508
"SP2","ARID3B",0.0243344055283011,0.032,0.032,0.0850276317856898
"MEF2A","ARID3B",0.0238172897131635,0.052,0.052,0.0698569042942408
"PKNOX1","ARID3B",0.0163403470764773,0.026,0.026,0.251595705134929
"EGR1","ARID3B",0.0150813349306013,0.05,0.05,0.150520060646874
"PRDM1","ARID3B",0.0148780296934462,0.056,0.056,0.098140525114386
"CEBPG","ARID3B",0.0124032719807714,0.04,0.04,0.177016421469845
"KLF3","ARID3B",0.0107827548033648,0.04,0.04,-0.135997652286025
"SREBF2","ARID3B",0.00801793379666424,0.014,0.014,0.301938257069514
"MEF2D","ARID3B",0.00789427101051815,0.03,0.03,-0.163621318728871
"TP53","ARID3B",0.00766763164850243,0.01,0.01,0.330779282706134
"SP3","ARID3B",0.00755293807786118,0.024,0.024,-0.138372369309307
"POU2F2","ARID3B",0.0059053982919477,0.02,0.02,-0.0178911389019323
"ELF1","ARID3B",0.0054398944311376,0.014,0.014,-0.0782858971167222
"HSF1","ARID3B",0.00520206171466642,0.018,0.018,0.224605644880694
"KLF2","ARID3B",0.00446919845035665,0.018,0.018,-0.184000559280834
"FLI1","ARID3B",0.00390328916767059,0.01,0.01,0.235894472295232
"IRF1","ARID3B",0.00374316783255385,0.012,0.012,-0.243646479748076
"ELF2","ARID3B",0.00345955947040708,0.012,0.012,-0.205248698275024
"REST","ARID3B",0.00291967193668477,0.01,0.01,0.0437142884970396
"IRF3","ARID3B",0.00277849539806725,0.012,0.012,-0.100631825509123
"YY1","ARID3B",0.00253129352416625,0.006,0.006,0.184690139875275
"IRF7","ARID3B",0.00239193888739833,0.01,0.01,-0.144196782775227
"PLAG1","ARID3B",0.00214783033549107,0.01,0.01,-0.159794404708857
"HSF2","ARID3B",0.00214120596631116,0.008,0.008,0.124733994378461
"TCF4","ARID3B",0.00208861047879406,0.006,0.006,0.131525256942907
"SNAI3","ARID3B",0.00132616548440291,0.006,0.006,-0.116618305603295
"ELK4","ARID3B",0.000961660644355973,0.004,0.004,-0.00260513774998555
"ASCL1","ARID3B",0.00081942155482564,0.004,0.004,-0.0501251180824665
"NFKB2","ARID3B",0.000479954831974941,0.002,0.002,-0.146433121207274
"NHLH1","ARID3B",0.000428615718037381,0.002,0.002,-0.0763024013976837
"VEZF1","ARID3B",0.000422567109128751,0.002,0.002,0.0593371797488826
"MEF2C","ARID3B",0.0004051784617428,0.002,0.002,0.0250134228356267
"ZNF384","ARID3B",0.00038933491739284,0.002,0.002,0.0582079677910103
"KLF9","ARID3B",0.000388679983995204,0.002,0.002,-0.203627451967397
"HLTF","ARID3B",0,0,0,0.30549178746531
"RUNX1","ARID3B",0,0,0,-0.0685733144102687
"NR2C2","ARID3B",0,0,0,0.0715709765907146
"SREBF1","ARID3B",0,0,0,0.0851025977493248
"KLF5","ARID3B",0,0,0,0.150714424557016
"LIN54","ARID3B",0,0,0,0.139287058028994
"ELF4","ARID3B",0,0,0,0.0351094545131764
"ELF5","ARID3B",0,0,0,0.0128520855492812
"ETV6","ARID3B",0,0,0,-0.0337692570017769
"MEF2B","ARID3B",0,0,0,0.0265924698787301
"RHOXF1","ARID3B",0,0,0,0.000428525969483066
"ESR1","ARID3B",0,0,0,-0.0167636063173013
"NR3C1","ARID3B",0,0,0,-0.160698659378678
"NR3C2","ARID3B",0,0,0,-0.112896982053052
"EGR2","ARID3B",0,0,0,0.0926236673512177
"EGR3","ARID3B",0,0,0,0.0324529299957672
"EGR4","ARID3B",0,0,0,0.0170604030553248
"KLF16","ARID3B",0,0,0,0.295271956806359
"ERF","ARID3B",0,0,0,0.0310508048303224
"ETV2","ARID3B",0,0,0,-0.025514457720683
"ETV3","ARID3B",0,0,0,-0.0338906861037308
"HSF4","ARID3B",0,0,0,-0.120542049852472
"NFKB1","ARID3B",0,0,0,0.179081899590614
"PROX1","ARID3B",0,0,0,0.0257194888862737
"RFX4","ARID3B",0,0,0,0.0221562612836008
"TP73","ARID3B",0,0,0,0.107047157745508
"ELK1","ARID3B",0,0,0,0.171225510990145
"PBX3","ARID3B",0,0,0,0.200711318958017
"POU5F1","ARID3B",0,0,0,0.0167235579713016
"ZNF282","ARID3B",0,0,0,0.24602463367696
"VDR","ARID3B",0,0,0,-0.00898355139459296
"TCF7L1","ARID3B",0,0,0,-0.135778441207758
"ETS2","ARID3B",0,0,0,0.0872216939491433
"KLF10","ARID3B",0,0,0,-0.214887690986601
"KLF11","ARID3B",0,0,0,-0.147121435907831
"KLF15","ARID3B",0,0,0,-0.0448841621131303
"KLF6","ARID3B",0,0,0,-0.013835650760492
"MAZ","ARID3B",0,0,0,0.180191563694907
"NHLH2","ARID3B",0,0,0,0.0475116243983792
"NKX6-3","ARID3B",0,0,0,-0.0271416693091522
"NR1D1","ARID3B",0,0,0,0.138591106675034
"NR1I2","ARID3B",0,0,0,0.0843536681771176
"PITX2","ARID3B",0,0,0,0.0773585767379214
"SNAI1","ARID3B",0,0,0,-0.0156391626122382
"TFAP2E","ARID3B",0,0,0,-0.0706380764353736
"ZNF135","ARID3B",0,0,0,0.0390334833762426
"ZNF140","ARID3B",0,0,0,0.122692637898001
"ZNF460","ARID3B",0,0,0,-0.00543135747436166
"ZNF682","ARID3B",0,0,0,0.0688457132226945
"ZNF684","ARID3B",0,0,0,0.139455518842901
"ZNF75D","ARID3B",0,0,0,-0.0738204336190745
"PITX1","ARID3B",0,0,0,-0.0519909040547304
"SP1","ARID3B",0,0,0,0.02211558414091
"ZNF740","ARID3B",0,0,0,0.0253141543169784
"ZBTB14","ARID3B",0,0,0,0.000470501221806953
"ZKSCAN5","ARID3B",0,0,0,0.0941462046307123
"ZNF148","ARID3B",0,0,0,-0.0436985337516156
"CTCFL","ARID3B",0,0,0,0.0327775447090085
"EHF","ARID3B",0,0,0,-0.0868851113704284
"ELF3","ARID3B",0,0,0,-0.0394392961204287
"ETV1","ARID3B",0,0,0,0.0637643074719687
"GABPA","ARID3B",0,0,0,0.00928546893091413
"KLF4","ARID3B",0,0,0,-0.0727509672959346
"MAFF","ARID3B",0,0,0,0.0110339862093431
"MZF1","ARID3B",0,0,0,-0.146910835622754
"NFYB","ARID3B",0,0,0,0.290122414348552
"POU2F3","ARID3B",0,0,0,0.136294044159841
"SNAI2","ARID3B",0,0,0,-0.014693391904979
"SPI1","ARID3B",0,0,0,-0.0199591770191509
"SPIB","ARID3B",0,0,0,0.0192093008093116
"TFAP2A","ARID3B",0,0,0,0.12432157053741
"IRF5","ARID5A",0.379913589024326,0.184,0.184,0.594550564098455
"NFATC2","ARID5A",0.161067700146388,0.058,0.058,0.554820140172006
"IKZF1","ARID5A",0.138855650594997,0.086,0.086,0.468988921711868
"IRF8","ARID5A",0.104094221395878,0.04,0.04,0.364872747402257
"PBX3","ARID5A",0.0778594930566724,0.036,0.036,0.55524505913825
"TCF4","ARID5A",0.0320742073177242,0.07,0.07,0.280004043514222
"TCF7","ARID5A",0.0239345495005246,0.036,0.036,0.320541154060004
"ZNF382","ARID5A",0.0110652856557464,0.036,0.036,0.173429515129996
"ZNF460","ARID5A",0.00951482031847834,0.046,0.046,0.26991705868136
"KLF16","ARID5A",0.00847591045775336,0.048,0.048,0.283585021808782
"VDR","ARID5A",0.00832939680890783,0.044,0.044,-0.313689511978363
"ZNF652","ARID5A",0.00625298798830598,0.024,0.024,-0.212007874422283
"ZNF135","ARID5A",0.00605642514563883,0.022,0.022,0.3254944456251
"SREBF1","ARID5A",0.00532409547198385,0.046,0.046,-0.196334393489663
"KLF4","ARID5A",0.00503739181302468,0.01,0.01,0.219778088207842
"ZNF263","ARID5A",0.00406425363830725,0.034,0.034,0.142485378639806
"THAP11","ARID5A",0.00403007170265291,0.03,0.03,0.152905987793753
"ZBTB6","ARID5A",0.00251266679639586,0.024,0.024,0.148468887941892
"RARA","ARID5A",0.00185483464025325,0.016,0.016,0.147024230302184
"RUNX1","ARID5A",0.00140523023321438,0.014,0.014,0.0188974422801175
"SOX2","ARID5A",0.00122536030720068,0.014,0.014,0.0793124189987871
"IRF1","ARID5A",0.00119523869686912,0.016,0.016,0.0906802000783836
"PPARG","ARID5A",0.00107073288806469,0.008,0.008,0.220627631798349
"LHX2","ARID5A",0.000874169052392929,0.01,0.01,0.119545064264421
"SOX4","ARID5A",0.000772656175742528,0.01,0.01,0.135833052521001
"KLF11","ARID5A",0.000760241746340599,0.01,0.01,0.160089887177844
"SP2","ARID5A",0.000624506124406841,0.006,0.006,0.143093963267191
"SOX12","ARID5A",0.000578077596581869,0.006,0.006,0.000156815348482883
"ZNF140","ARID5A",0.000197572911312838,0.002,0.002,0.125268267387227
"HSF1","ARID5A",0.000188840994253875,0.002,0.002,0.179929881453384
"HES6","ARID5A",0.000148753816621926,0.002,0.002,-0.0528563515224319
"MTF1","ARID5A",0.00014114942257388,0.002,0.002,0.188805803968803
"HSF2","ARID5A",0.000140663960616087,0.002,0.002,0.0455694798991051
"TBP","ARID5A",0.000134693492755758,0.002,0.002,0.165921391610502
"RFX1","ARID5A",0.000116002290246841,0.002,0.002,0.0437346905089375
"TCF3","ARID5A",0.000108558816846695,0.002,0.002,-0.277876658139955
"PBX1","ARID5A",0,0,0,-0.0437415603709104
"PLAG1","ARID5A",0,0,0,-0.0728371059087243
"SREBF2","ARID5A",0,0,0,0.052597467441658
"THAP1","ARID5A",0,0,0,0.183830132382364
"KLF5","ARID5A",0,0,0,0.0892245965297279
"GCM1","ARID5A",0,0,0,0.0535131429704896
"IRF9","ARID5A",0,0,0,-0.0647481730661621
"MSC","ARID5A",0,0,0,0.210863974795899
"NHLH1","ARID5A",0,0,0,-0.0517931181625085
"TFAP4","ARID5A",0,0,0,0.0710310888911941
"ZIC1","ARID5A",0,0,0,-0.0314959420038087
"ZBTB18","ARID5A",0,0,0,0.113067773361707
"MNX1","ARID5A",0,0,0,-0.0392649377940557
"EGR3","ARID5A",0,0,0,2.44296079599663e-05
"EGR4","ARID5A",0,0,0,0.0467081924805412
"HIC2","ARID5A",0,0,0,-0.00619608910825008
"ZNF410","ARID5A",0,0,0,-0.06763384357276
"HSF4","ARID5A",0,0,0,-0.104516788032687
"MEF2D","ARID5A",0,0,0,-0.163234358782179
"POU3F1","ARID5A",0,0,0,0.15216421554779
"POU3F2","ARID5A",0,0,0,0.012337709929926
"TFAP2B","ARID5A",0,0,0,0.273142456764406
"TFAP2C","ARID5A",0,0,0,-0.00591758570074788
"TP73","ARID5A",0,0,0,-0.201642408812221
"HOXA10","ARID5A",0,0,0,-0.0135986892958403
"ISL2","ARID5A",0,0,0,-0.199335137205054
"RBPJ","ARID5A",0,0,0,0.233491642022411
"SOX13","ARID5A",0,0,0,0.118888880159091
"TFDP1","ARID5A",0,0,0,0.15402571919151
"ZEB1","ARID5A",0,0,0,0.107140262646584
"ZNF384","ARID5A",0,0,0,0.0548833979054653
"IRF4","ARID5A",0,0,0,-0.280528478401893
"HOXA4","ARID5A",0,0,0,0.127308486701184
"HOXB4","ARID5A",0,0,0,-0.0358844581793875
"HOXB6","ARID5A",0,0,0,0.0452656464426967
"HOXC4","ARID5A",0,0,0,0.0737387042643053
"KLF15","ARID5A",0,0,0,-0.0681785278066097
"MAZ","ARID5A",0,0,0,-0.0230069017871275
"NR2C1","ARID5A",0,0,0,0.0293208706344419
"PPARD","ARID5A",0,0,0,0.0944357915313424
"SNAI1","ARID5A",0,0,0,0.0207409836849105
"SOX18","ARID5A",0,0,0,0.216810740100652
"THRB","ARID5A",0,0,0,0.00176906610575369
"ZNF136","ARID5A",0,0,0,0.0567352470947884
"ZNF682","ARID5A",0,0,0,0.0627636230285774
"ZNF684","ARID5A",0,0,0,0.0350933452484366
"GFI1","ARID5A",0,0,0,-0.0911539790340262
"HOXD3","ARID5A",0,0,0,-0.0476714199883563
"SP1","ARID5A",0,0,0,-0.0262239104929525
"SP3","ARID5A",0,0,0,0.0110379050537083
"NFIB","ARID5A",0,0,0,0.0459280173290583
"NKX2-2","ARID5A",0,0,0,-0.0220220520260032
"OSR2","ARID5A",0,0,0,-0.00524196186738206
"ZKSCAN5","ARID5A",0,0,0,-0.0262387038897049
"ZNF148","ARID5A",0,0,0,0.147249286633318
"ZNF449","ARID5A",0,0,0,0.0421795772325442
"CEBPD","ARID5A",0,0,0,-0.0233917484102055
"E2F6","ARID5A",0,0,0,0.0227832378910625
"ELF1","ARID5A",0,0,0,0.206914119468716
"ELF3","ARID5A",0,0,0,-0.0539894812184679
"ETV1","ARID5A",0,0,0,-0.0613944898178779
"GABPA","ARID5A",0,0,0,0.0832065869109464
