"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.19188278269049,0.766,0.141,0,"0","PFDN1"
0,0.890165731704124,0.907,0.283,0,"0","DDX18"
0,1.06733576870718,0.935,0.311,0,"0","SHMT2"
0,1.57864681597821,0.741,0.117,0,"0","FARSB"
0,1.08758258545802,0.895,0.271,0,"0","SNRPB2"
0,0.953815900996116,0.878,0.254,0,"0","USP14"
0,1.1016868836721,0.824,0.2,0,"0","MRPS18B"
0,1.79795121552978,0.723,0.1,0,"0","ATAD2"
0,1.02858893381766,0.793,0.17,0,"0","ECHS1"
0,1.09152254370677,0.914,0.291,0,"0","MRPS34"
0,0.757036133179387,0.85,0.227,0,"0","NONO"
0,0.968879679803779,0.848,0.225,0,"0","PSIP1"
0,0.838994677988414,0.86,0.237,0,"0","PSMA5"
0,1.13484071927208,0.811,0.188,0,"0","UTP11L"
0,0.894048353282059,0.835,0.213,0,"0","ETS1"
0,1.13169305425341,0.782,0.16,0,"0","MAGOH"
0,1.04394847364154,0.789,0.167,0,"0","NSUN2"
0,0.643806711531998,0.856,0.234,0,"0","TACC1"
0,0.871568024261171,0.883,0.261,0,"0","TTC1"
0,1.02915761038768,0.956,0.334,0,"0","MYH9"
0,1.12035779085751,0.945,0.323,0,"0","PSMA4"
0,0.947366092789586,0.819,0.197,0,"0","PUF60"
0,1.19755369247631,0.91,0.289,0,"0","ATP5C1"
0,1.25032081794119,0.759,0.138,0,"0","CCDC25"
0,1.41936170472384,0.749,0.128,0,"0","CORO1C"
0,0.765792300652951,0.833,0.212,0,"0","EIF3M"
0,1.31828693850929,0.74,0.119,0,"0","ERAL1"
0,1.10373065991526,0.902,0.281,0,"0","GALNT1"
0,0.879419703743362,0.884,0.263,0,"0","GARS"
