"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","stage"
9.30819749154261e-78,-4.58966312489477,0.015,0.186,2.1420954887287e-73,"MIR155HG","PB"
1.97061291832212e-75,-1.60914112241055,0.092,0.309,4.5349715089347e-71,"SNHG7","PB"
3.40481068796386e-71,1.49855792414944,0.469,0.294,7.83549083621123e-67,"AL928768.3","PB"
6.18437952311884e-61,-2.10094515086057,0.046,0.211,1.42321125965534e-56,"AC009948.5","PB"
4.31934193569106e-59,-0.7474526198468,0.128,0.335,9.94010159660584e-55,"SNHG12","PB"
7.1361930372096e-59,-5.14339694677121,0.003,0.127,1.64225210365305e-54,"RP11-701P16.5","PB"
8.36572078082811e-59,1.00070520031572,0.225,0.086,1.92520332329197e-54,"RP11-290F5.1","PB"
9.37649948761315e-57,-1.22913877909467,0.058,0.224,2.15781382708441e-52,"SNHG15","PB"
1.20824291861783e-56,0.777813356808302,0.431,0.256,2.7805294286152e-52,"RP11-16E12.2","PB"
1.00392932262438e-55,-4.7552358701562,0.003,0.122,2.31034255015548e-51,"AC017002.1","PB"
7.39287232999852e-54,-1.17576024399917,0.119,0.31,1.70132170930256e-49,"FGD5-AS1","PB"
3.02379289295164e-52,-0.876037980762379,0.219,0.434,6.9586545845496e-48,"RP11-220I1.1","PB"
1.04004834854721e-48,1.56711990778278,0.157,0.054,2.39346326451169e-44,"RP11-81H14.2","PB"
1.91665214071195e-43,-1.15895099093845,0.028,0.146,4.4107915714204e-39,"LINC00665","PB"
9.61081926491911e-43,1.25609889319949,0.229,0.112,2.21173783743583e-38,"AC159540.1","PB"
3.1556591815139e-40,1.11122260856351,0.12,0.038,7.26211847441794e-36,"RP5-887A10.1","PB"
9.30216644435154e-40,-0.699228768348176,0.069,0.206,2.14070756383862e-35,"LINC00116","PB"
2.8240178152332e-39,-1.48557031545236,0.074,0.21,6.49891219819616e-35,"EPB41L4A-AS1","PB"
6.84850616076319e-36,-1.13015180834189,0.061,0.182,1.57604672277643e-31,"CTC-241F20.3","PB"
2.43199057695894e-35,-1.22232363666862,0.025,0.123,5.59673991475561e-31,"RP11-215G15.5","PB"
2.31035056562655e-33,-1.27653873724219,0.024,0.118,5.31680975667639e-29,"AC108488.3","PB"
8.36404677294134e-32,-0.381555166545388,0.097,0.23,1.92481808385699e-27,"CTC-228N24.3","PB"
5.58949652574797e-31,-1.00020358954846,0.055,0.161,1.28631083547038e-26,"WAC-AS1","PB"
3.17050023256496e-30,-1.7469497913317,0.043,0.14,7.29627218520173e-26,"TTTY15","PB"
7.28047563736667e-29,-0.292254008660228,0.115,0.248,1.67545585842719e-24,"CTC-503J8.6","PB"
6.70464850105608e-28,-0.60180352664393,0.065,0.171,1.54294075954804e-23,"RP11-145M9.4","PB"
1.80481419348704e-27,-0.764652354566616,0.06,0.161,4.15341890347172e-23,"NUTM2A-AS1","PB"
2.55982928333912e-25,-1.05390874942476,0.032,0.112,5.89093512974831e-21,"VTRNA2-1","PB"
3.19058757685993e-25,-0.359034887261324,0.117,0.24,7.34249919062776e-21,"NCBP2-AS2","PB"
3.46752551616241e-25,-0.517193752488232,0.08,0.186,7.97981647034455e-21,"SETD5-AS1","PB"
7.67091207471219e-25,-0.741309584891923,0.118,0.236,1.76530699575352e-20,"RP11-349A22.5","PB"
1.22432817213371e-24,-0.362607098590821,0.07,0.17,2.81754642253132e-20,"RP11-304L19.5","PB"
7.42786936123636e-24,-0.610844067842313,0.058,0.149,1.70937557610132e-19,"RP6-109B7.3","PB"
9.61335761754512e-24,-0.461597297892306,0.123,0.242,2.21232198852566e-19,"CTC-444N24.11","PB"
3.66009482756011e-23,-0.663381749690082,0.116,0.23,8.42297622666408e-19,"LINC00493","PB"
8.86477855600601e-22,-0.335615785401719,0.114,0.225,2.04005148909366e-17,"MIR142","PB"
5.51422472736038e-21,-0.478199335907242,0.241,0.382,1.26898853650745e-16,"LINC00657","PB"
2.90433806301859e-19,-0.484864080410988,0.065,0.146,6.68375318442467e-15,"LINC00667","PB"
8.44845814829701e-19,-0.258587975609617,0.068,0.15,1.94424367366759e-14,"HCG18","PB"
4.63554055753549e-18,-0.446360569703632,0.466,0.605,1.06677694850564e-13,"RP11-94L15.2","PB"
7.55589281923053e-18,-0.472296768901053,0.082,0.167,1.73883761448952e-13,"JPX","PB"
8.30824812992514e-17,-0.500233279200174,0.158,0.262,1.91197714213967e-12,"GS1-251I9.4","PB"
2.26392013953647e-16,-0.259174678013397,0.041,0.104,5.20995941711528e-12,"RP11-25K19.1","PB"
1.09974843092717e-15,-0.28277773577964,0.039,0.1,2.53085106409269e-11,"RP11-620J15.3","PB"
1.00727667550186e-14,0.263817109922888,0.137,0.237,2.31804581333243e-10,"RP1-17K7.2","PB"
1.3138148299493e-14,-0.279752238923117,0.052,0.115,3.02348206816231e-10,"PITPNA-AS1","PB"
3.10310783103148e-14,0.303778690673504,0.051,0.114,7.14118205155275e-10,"RP11-295G20.2","PB"
6.15540597762069e-13,1.05156984157033,0.101,0.055,1.41654357762985e-08,"AC006129.4","PB"
1.39265625685156e-12,-0.257832869019567,0.061,0.121,3.20491984389249e-08,"TOPORS-AS1","PB"
5.39947935784446e-11,-0.310841778882304,0.098,0.166,1.24258218462075e-06,"CASC7","PB"
7.78183174856773e-11,0.399413677835177,0.053,0.106,1.79083294029789e-06,"TMPO-AS1","PB"
2.04317418134791e-10,-0.889669156576115,0.062,0.114,4.70195674353594e-06,"TRIM52-AS1","PB"
3.91929778441613e-10,-0.302234200943802,0.33,0.412,9.01947999127684e-06,"MIR4435-1HG","PB"
8.0846625512423e-08,-0.37024185969588,0.062,0.105,0.00186052339291739,"CTBP1-AS2","PB"
1.00690093678745e-07,-0.313853734657721,0.166,0.237,0.00231718112582897,"SNHG9","PB"
0.000211576629339358,0.545870879679261,0.079,0.113,1,"SNORD3D","PB"
0.000232932558697096,0.293099986272039,0.179,0.15,1,"AC006129.2","PB"
0.00119677013609469,0.348661230070995,0.073,0.102,1,"LINC00936","PB"
0.00128829025558155,-0.384682898083004,0.25,0.297,1,"RP11-284N8.3","PB"
0.004172775010741,1.13012206052628,0.144,0.128,1,"LINC00969","PB"
0.175768170478199,0.618780075038032,0.146,0.142,1,"LINC00926","PB"
0.187254649816592,0.716411376650918,0.155,0.182,1,"U3","PB"
0.443840063839803,1.02653742497083,0.097,0.109,1,"RP11-386I14.4","PB"
0.676801183415786,0.377551453506073,0.335,0.379,1,"SNORA76","PB"
2.01848850201125e-269,-2.32194632202501,0.17,0.644,4.64514758967848e-265,"ZFAS1","PC"
2.71634002361963e-172,1.26655435880286,0.99,0.985,6.25111329635586e-168,"MALAT1","PC"
1.78227455851863e-136,-0.998502265503797,0.133,0.48,4.10154844151892e-132,"MIR4435-1HG","PC"
4.90452437160278e-121,-1.21555496844423,0.067,0.358,1.12867819363695e-116,"SNHG12","PC"
1.40176930599792e-113,-0.819606404496861,0.13,0.451,3.22589170389302e-109,"SNORA76","PC"
3.54807996781604e-104,-0.993398842564666,0.141,0.445,8.16519642993505e-100,"SCARNA9","PC"
1.69379810721599e-97,1.93811992294401,0.446,0.249,3.89793758413616e-93,"RP11-16E12.2","PC"
8.12155908534487e-94,-4.40491764179957,0.005,0.192,1.86901439231041e-89,"MIR155HG","PC"
3.07710558070219e-92,-4.40480516645565,0.005,0.19,7.08134307286996e-88,"LINC00926","PC"
1.14991156751159e-86,-0.960185119093594,0.032,0.235,2.64629149031443e-82,"SNHG15","PC"
3.49038800786537e-80,-0.949231129047545,0.056,0.267,8.03242992250057e-76,"CTC-444N24.11","PC"
7.10445033731128e-74,-0.635989478468605,0.035,0.219,1.63494715612545e-69,"LINC00116","PC"
9.12470685537823e-74,-1.34015439813157,0.022,0.193,2.09986878862819e-69,"CASC7","PC"
2.62016672061711e-71,-0.478204388810142,0.091,0.312,6.02978967415616e-67,"SNHG7","PC"
2.50062748788875e-70,-1.07193158503612,0.063,0.26,5.75469403787838e-66,"NCBP2-AS2","PC"
1.140751720901e-69,-0.310332210261473,0.097,0.32,2.62521193530948e-65,"FGD5-AS1","PC"
1.30303036817956e-69,-0.566524585981557,0.066,0.267,2.99866378629162e-65,"CTC-503J8.6","PC"
3.65075421030241e-69,-0.610965596022655,0.04,0.219,8.40148066416894e-65,"LINC00341","PC"
1.01941813248611e-66,-0.523060010007355,0.025,0.186,2.34598694829028e-62,"RP11-145M9.4","PC"
3.31072029066012e-66,-0.361082616192817,0.067,0.262,7.61896060489612e-62,"RP1-17K7.2","PC"
1.55022453095839e-65,-0.502604434864532,0.25,0.532,3.56753171309453e-61,"SNHG8","PC"
6.90399336128037e-65,-0.918343830738693,0.046,0.22,1.58881599223145e-60,"U3","PC"
3.72264752572538e-64,-6.56525895060622,0,0.129,8.56692875095183e-60,"RP11-701P16.5","PC"
8.55706549506265e-64,-1.58727589265885,0.012,0.153,1.96923748237877e-59,"LINC00665","PC"
3.26291437610561e-62,-7.49622007898164,0,0.124,7.50894485373184e-58,"AC017002.1","PC"
1.77239193436932e-60,-3.290007849795,0.004,0.131,4.07880555856411e-56,"RP11-215G15.5","PC"
4.23108278311145e-55,-1.62814338241297,0.008,0.129,9.73699080877438e-51,"RP11-295G20.2","PC"
1.03466536382774e-54,-0.760750562145611,0.036,0.183,2.38107540177678e-50,"RP11-304L19.5","PC"
