"tf","gene","module","Gain"
"PPARG","ATIC","turquoise",0.0255177205587743
"PPARG","HSPE1","turquoise",0.0252000294077975
"PPARG","FABP5","turquoise",0.0218987275349295
"PPARG","HSPA1A","turquoise",0.0214105648859982
"PPARG","CERS6","turquoise",0.0197703151406548
"PPARG","ZBTB32","turquoise",0.0176143623516571
"PPARG","SNTA1","turquoise",0.0175266282206316
"PPARG","NOP16","turquoise",0.0150165976108085
"PPARG","BZW2","turquoise",0.0125864416426179
"PPARG","ANKRD13B","turquoise",0.0112476755853349
"PPARG","PRC1","turquoise",0.010926706444278
"PPARG","TYMS","turquoise",0.0103644111984009
"REL","CD83","brown",0.741303114892062
"REL","CD69","brown",0.611606887687565
"REL","NR4A3","brown",0.335908035164788
"REL","TFEC","brown",0.318926979914534
"REL","NFKBID","brown",0.315646850058941
"REL","NR4A2","brown",0.300242586473543
"REL","NFKBIA","brown",0.249639351348224
"REL","DLL1","brown",0.220925704025391
"REL","NFKBIE","brown",0.135999273821153
"REL","HES1","brown",0.121875782158589
"REL","PPAP2B","brown",0.108534166375542
"REL","CD52","brown",0.0687520845311961
"REL","MS4A7","brown",0.0570526269512649
"REL","CXCR5","brown",0.0506816116974639
"REL","DUSP2","brown",0.0419325532846071
"REL","NXPH4","brown",0.0326863778767096
"REL","MPEG1","brown",0.0309544883948787
"REL","FGR","brown",0.0257306311549215
"REL","UNC119","brown",0.0216208767637848
"REL","LTB","brown",0.0192401174194631
"REL","EBF1","brown",0.0157813363722425
"REL","POU3F1","brown",0.0128823354988263
"REL","FAM167A","brown",0.0128021762839148
"RUNX3","TRIM22","brown",0.343367555004371
"RUNX3","CCSER2","brown",0.269744001889929
"RUNX3","FCRL3","brown",0.166320752402297
"RUNX3","TCF7","brown",0.159115306678651
"RUNX3","PMAIP1","brown",0.154965863083582
"RUNX3","C1orf162","brown",0.154489983034134
"RUNX3","CXCR5","brown",0.127939023831158
"RUNX3","PLAC8","brown",0.119025788410888
"RUNX3","NFKBIE","brown",0.106567253956128
"RUNX3","NCKAP5L","brown",0.0674686045885417
"RUNX3","HLA-DMB","brown",0.0534093891113172
"RUNX3","B3GNT7","brown",0.0530498929411774
"RUNX3","CD72","brown",0.0523636515447702
"RUNX3","CXCL16","brown",0.0329705988914348
"RUNX3","KIF13A","brown",0.0213959706977889
"RUNX3","CCDC6","brown",0.014878358858592
"RUNX3","FCER2","brown",0.0143851931044418
"RUNX3","MS4A1","brown",0.0122304258845811
"SOX2","DUSP6","turquoise",0.519652391640821
"SOX2","GYG1","turquoise",0.291108167508524
"SOX2","ONECUT2","turquoise",0.247911315684226
"SOX2","CYCS","turquoise",0.22209445443729
"SOX2","CCNE2","turquoise",0.164085376460596
"SOX2","PRDX3","turquoise",0.163436156378642
"SOX2","EHD3","turquoise",0.135987034523905
"SOX2","PLK1","turquoise",0.132380672675136
"SOX2","PRR5L","turquoise",0.119638398682333
"SOX2","SNRPE","turquoise",0.118037808255203
"SOX2","MT1E","turquoise",0.113117935673859
"SOX2","GATM","turquoise",0.10669133621087
"SOX2","CCDC34","turquoise",0.101186320195764
"SOX2","CCR1","turquoise",0.100982991739415
"SOX2","ACTG1","turquoise",0.0967498104985569
"SOX2","CCNB2","turquoise",0.0836420391752345
"SOX2","LAPTM4B","turquoise",0.0808974110521204
"SOX2","SLC25A5","turquoise",0.0773862565668827
"SOX2","ARPC4","turquoise",0.074815770438542
"SOX2","SNRPG","turquoise",0.0747808057124572
"SOX2","CCDC86","turquoise",0.0733781954995019
"SOX2","PIK3R6","turquoise",0.0707969057192859
"SOX2","NGFRAP1","turquoise",0.0691119699296005
"SOX2","PPP2R3C","turquoise",0.0589725615646349
"SOX2","CD226","turquoise",0.0519468962445302
"SOX2","LDHB","turquoise",0.047329921684108
"SOX2","ZBED2","turquoise",0.0472682590133385
"SOX2","HSPE1","turquoise",0.0440697607556217
"SOX2","GPATCH4","turquoise",0.0435217703083165
"SOX2","HIST1H1B","turquoise",0.0434044171223767
"SOX2","TTLL12","turquoise",0.040925329528704
"SOX2","DKC1","turquoise",0.0388532699363243
"SOX2","MTDH","turquoise",0.0372844807462376
"SOX2","TXN","turquoise",0.0350197135510137
"SOX2","KLHL21","turquoise",0.0346795536668754
"SOX2","DHCR24","turquoise",0.0300134491100788
"SOX2","ABCE1","turquoise",0.0257627968909968
"SOX2","SSBP1","turquoise",0.0252250057072973
"SOX2","HSPA8","turquoise",0.0211725727231125
"SOX2","TYMS","turquoise",0.0200921020535849
"SOX2","KYNU","turquoise",0.0193853742764918
"SOX2","ZWINT","turquoise",0.0186335806702832
"SOX2","STK38L","turquoise",0.0169069618739576
"SOX2","GINS2","turquoise",0.0153733282481414
"SOX2","INSIG1","turquoise",0.0150373471618957
"SOX2","NREP","turquoise",0.0141418770147398
"SOX2","MCM4","turquoise",0.0133234721585727
"SOX2","IL10","turquoise",0.0127276457062054
"SOX2","HMMR","turquoise",0.0115832868836028
"SOX2","SERPINB1","turquoise",0.0104166738691645
"SOX4","HCK","turquoise",0.467968378840507
"SOX4","AK4","turquoise",0.456140196220895
"SOX4","KCNMA1","turquoise",0.418237706872256
"SOX4","ZBED2","turquoise",0.401671142605388
"SOX4","TNIK","turquoise",0.400396854487772
"SOX4","EHD3","turquoise",0.381524144031253
"SOX4","SLC16A3","turquoise",0.251669292166405
"SOX4","IL32","turquoise",0.238364959911881
"SOX4","TRIAP1","turquoise",0.207097427771283
"SOX4","POLR3G","turquoise",0.19254077981981
"SOX4","CD96","turquoise",0.190521441770181
"SOX4","PDGFRA","turquoise",0.168269260957254
"SOX4","HHLA2","turquoise",0.165365777423168
"SOX4","AC099552.4","turquoise",0.164079492508091
"SOX4","PRR5L","turquoise",0.155399471330902
"SOX4","LCK","turquoise",0.147135738560416
"SOX4","MLTK","turquoise",0.142226908021509
"SOX4","NREP","turquoise",0.140841531752847
"SOX4","PSPH","turquoise",0.140678867470321
"SOX4","DUSP4","turquoise",0.13966742787104
"SOX4","RMI2","turquoise",0.135996190080525
"SOX4","ARNTL2","turquoise",0.134000195856446
"SOX4","SOCS2","turquoise",0.130761920181658
"SOX4","ADCY1","turquoise",0.124991842593773
"SOX4","MYH10","turquoise",0.124499056810446
"SOX4","CHEK1","turquoise",0.122219254650254
"SOX4","PRC1","turquoise",0.121120591238812
"SOX4","MT1E","turquoise",0.120005960045097
"SOX4","RCAN2","turquoise",0.116577835554124
"SOX4","PHLDA3","turquoise",0.112382935978108
"SOX4","PPP1R14B","turquoise",0.111494818524831
"SOX4","ITGA2","turquoise",0.10640636422386
"SOX4","SOX2","turquoise",0.105039523013855
"SOX4","CENPV","turquoise",0.104731561498048
"SOX4","ACTG1","turquoise",0.0947593711706056
"SOX4","TPI1","turquoise",0.087575311678758
"SOX4","CLECL1","turquoise",0.0874887710632717
"SOX4","DOK1","turquoise",0.0863992221650705
"SOX4","CCDC34","turquoise",0.0855681790228267
"SOX4","UBE2C","turquoise",0.0834220050485777
"SOX4","IVNS1ABP","turquoise",0.066511959883781
"SOX4","LMNA","turquoise",0.0596093864511874
"SOX4","MCM10","turquoise",0.058591311265964
"SOX4","COTL1","turquoise",0.0543459588763136
"SOX4","NCL","turquoise",0.0537013396782098
"SOX4","C12orf75","turquoise",0.0510746099603221
"SOX4","ANKRD13B","turquoise",0.0474215393149655
"SOX4","CDK1","turquoise",0.0442435584128408
"SOX4","MYB","turquoise",0.0433165941453684
"SOX4","CD226","turquoise",0.0399740687441731
"SOX4","CCR1","turquoise",0.0391954301724899
"SOX4","MFHAS1","turquoise",0.039006922708329
"SOX4","BUB1B","turquoise",0.0385111500141549
"SOX4","DUSP6","turquoise",0.0351833083600731
"SOX4","KIF4A","turquoise",0.0350271295689158
"SOX4","PGK1","turquoise",0.0342652097479307
"SOX4","PERP","turquoise",0.0333817764720977
"SOX4","HMMR","turquoise",0.0303646387448001
"SOX4","FNIP2","turquoise",0.0303504843624555
"SOX4","VIM","turquoise",0.0301580532439612
"SOX4","KIAA0101","turquoise",0.0299877902984571
"SOX4","EBI3","turquoise",0.0257691805578661
"SOX4","MCM4","turquoise",0.0247235976303847
"SOX4","TUBB","turquoise",0.0246749867680708
"SOX4","SEPW1","turquoise",0.0229548536217396
"SOX4","GYG1","turquoise",0.0226938942592568
"SOX4","NPM1","turquoise",0.0223018831398848
"SOX4","TUBA1C","turquoise",0.0196400655923669
"SOX4","MRPL37","turquoise",0.0187407886877899
"SOX4","TMEM97","turquoise",0.01865237045631
"SOX4","HLA-DRB1","turquoise",0.0181368381658948
"SOX4","DKC1","turquoise",0.0179461458442802
"SOX4","SSRP1","turquoise",0.0164777657133423
"SOX4","CCT5","turquoise",0.0162095781220195
"SOX4","CXCR4","turquoise",0.0160152279186183
"SOX4","PIK3CD","turquoise",0.0157262856624601
"SOX4","FAM107B","turquoise",0.0152039411820846
"SOX4","PA2G4","turquoise",0.012854363228641
"SOX4","ETS1","turquoise",0.0127675689419829
"SOX4","ZWILCH","turquoise",0.0113054359937545
"SOX4","KIF14","turquoise",0.0108840523009258
"SOX4","GTSF1","turquoise",0.0107755452043793
"SOX4","ARL6IP5","turquoise",0.0107029653819006
"SOX4","APEX1","turquoise",0.0106686777448324
"SOX4","RRM1","turquoise",0.0104929149453597
"SPIB","MNDA","yellow",0.846091929332967
"SPIB","STAT5A","yellow",0.735219002502488
"SPIB","CAPG","yellow",0.725751220065306
"SPIB","CCDC28B","yellow",0.704025984516258
"SPIB","CCDC71L","yellow",0.592546198012934
"SPIB","LACTB","yellow",0.583976018895051
"SPIB","CD80","yellow",0.568225979373196
"SPIB","PAX5","yellow",0.562090312463669
"SPIB","GRAMD1B","yellow",0.535227088996279
"SPIB","CCL17","yellow",0.530723565845126
"SPIB","PEA15","yellow",0.462000518431691
"SPIB","CD22","yellow",0.459149775132501
"SPIB","TNFSF4","yellow",0.441692709588988
"SPIB","ALOX5AP","yellow",0.431193692084597
"SPIB","CCL22","yellow",0.402548155340899
"SPIB","TNF","yellow",0.381064423304705
"SPIB","CCR7","yellow",0.363533832302239
"SPIB","TSPAN33","yellow",0.34934836038401
"SPIB","DEK","yellow",0.322743270309849
"SPIB","BHLHE40","yellow",0.311068403460063
"SPIB","BIRC3","yellow",0.285807457271146
"SPIB","RAB13","yellow",0.25114142404452
"SPIB","DGKG","yellow",0.199245976680428
"SPIB","EGR2","yellow",0.147446939003351
"SPIB","PFKFB3","yellow",0.123346521489611
"SPIB","ATP8B4","yellow",0.100120312151019
"SPIB","AICDA","yellow",0.0934478607315071
"SPIB","FSCN1","yellow",0.0248307842718434
"SPIB","AHR","yellow",0.0118848021060222
"TCF7","SORL1","brown",0.301832729645764
"TCF7","ZFP36L1","brown",0.221356106875655
"TCF7","EMILIN2","brown",0.201636962461553
"TCF7","GNAZ","brown",0.113875832708708
"TCF7","ZNF703","brown",0.0549453538312774
"TCF7","RUNX3","brown",0.021254216654384
"TCF7","FCRL3","brown",0.0144632773650529
"TCF7","RAB11FIP1","brown",0.0112670801862247
"TCF7","SESN3","brown",0.0107950628916879
"TEAD4","MYB","turquoise",0.28148920789516
"TEAD4","POLR3G","turquoise",0.224020789142844
"TEAD4","ATIC","turquoise",0.185046839320648
"TEAD4","ITGA2","turquoise",0.138302106241538
"TEAD4","UNG","turquoise",0.115261227956637
"TEAD4","ODC1","turquoise",0.11438178720821
"TEAD4","APEX1","turquoise",0.0923980254648877
"TEAD4","CDC25A","turquoise",0.0904181072830209
"TEAD4","EMP1","turquoise",0.0889077747414668
"TEAD4","TUBB6","turquoise",0.0736553433711386
"TEAD4","CCNE1","turquoise",0.0729498800517114
"TEAD4","PPA1","turquoise",0.071715514224572
"TEAD4","MLTK","turquoise",0.0716278040351262
"TEAD4","TUBB2A","turquoise",0.0663095421608486
"TEAD4","KYNU","turquoise",0.0638343725159515
"TEAD4","BCAT1","turquoise",0.0596733621543998
"TEAD4","CCDC86","turquoise",0.0592119527185519
"TEAD4","BZW2","turquoise",0.0590939075611049
"TEAD4","PAICS","turquoise",0.0583698114890509
"TEAD4","NPM1","turquoise",0.0579627555988663
"TEAD4","FHL2","turquoise",0.056790839266112
"TEAD4","DKC1","turquoise",0.0543507268986859
"TEAD4","CCT6A","turquoise",0.0517007006204784
"TEAD4","ACOT7","turquoise",0.046521972384971
"TEAD4","GRPEL1","turquoise",0.0443143114577799
"TEAD4","PPIF","turquoise",0.0434897726521467
"TEAD4","MCM4","turquoise",0.0431820774563577
"TEAD4","GPATCH4","turquoise",0.0364057051359278
"TEAD4","CCNB1","turquoise",0.036289079876896
"TEAD4","TTLL12","turquoise",0.0354888029176296
"TEAD4","ANKRD13B","turquoise",0.0340801528318717
"TEAD4","GLO1","turquoise",0.0324835798296737
"TEAD4","NOLC1","turquoise",0.0324031127727372
"TEAD4","RRM2","turquoise",0.0316392159204824
"TEAD4","PASK","turquoise",0.0299139512402289
"TEAD4","PPP2R3C","turquoise",0.0276962642073471
"TEAD4","CCT7","turquoise",0.0271568541073359
"TEAD4","ANXA3","turquoise",0.0269153141088735
"TEAD4","FAM111B","turquoise",0.0260634283085954
"TEAD4","HOPX","turquoise",0.0259967162239158
"TEAD4","CYCS","turquoise",0.0236885690345738
"TEAD4","CCDC152","turquoise",0.0236100176782936
"TEAD4","CMTM3","turquoise",0.0209896460943322
"TEAD4","HELLS","turquoise",0.0202382583796354
"TEAD4","KLHL21","turquoise",0.0184322367269935
"TEAD4","CCNB2","turquoise",0.0180951268350065
"TEAD4","FAH","turquoise",0.0178035729793504
"TEAD4","WDR76","turquoise",0.0165983183360483
"TEAD4","HSPD1","turquoise",0.0157755244509674
"TEAD4","IVNS1ABP","turquoise",0.0155464327792998
"TEAD4","ACTG1","turquoise",0.0150238058737048
"TEAD4","C12orf75","turquoise",0.0148311416714743
"TEAD4","PCNA","turquoise",0.0133482090336311
"TEAD4","RILPL2","turquoise",0.0130710093813172
"TEAD4","TYMS","turquoise",0.0124661040739131
"TEAD4","KIAA0101","turquoise",0.0117025637588183
"TEAD4","AK4","turquoise",0.0116813053551528
"TEAD4","MCM3","turquoise",0.0112381725855695
"TEAD4","ARNTL2","turquoise",0.0106990353872056
"TFEC","FAM167A","brown",0.385886602411729
"TFEC","ADAP1","brown",0.321071759990608
"TFEC","RAB11FIP1","brown",0.045147787963106
"TFEC","HLA-DMB","brown",0.0354644041997487
"TFEC","HES1","brown",0.0346322970452038
"TFEC","BTNL9","brown",0.0125406037777343
"TFEC","CD83","brown",0.0114799323294205
"ZBTB32","TUBA1B","turquoise",0.232157634022142
"ZBTB32","YBX3","turquoise",0.211383760053517
"ZBTB32","CENPF","turquoise",0.195821771611762
"ZBTB32","MRTO4","turquoise",0.177614452728671
"ZBTB32","MSC","turquoise",0.131683396379923
"ZBTB32","H2AFZ","turquoise",0.121625008441416
"ZBTB32","TUBA1C","turquoise",0.116374812314179
"ZBTB32","NPDC1","turquoise",0.111529161334403
"ZBTB32","BIRC5","turquoise",0.0983189468679059
"ZBTB32","TTK","turquoise",0.0957430910209212
"ZBTB32","PRR11","turquoise",0.0946859291788157
"ZBTB32","SOX4","turquoise",0.0804086252838916
"ZBTB32","HMMR","turquoise",0.0682103210552678
"ZBTB32","ONECUT2","turquoise",0.0596821831342169
"ZBTB32","PPARG","turquoise",0.0564655123925592
"ZBTB32","MSMO1","turquoise",0.0563131102680167
"ZBTB32","PASK","turquoise",0.0494773055384529
"ZBTB32","CCDC34","turquoise",0.0468714197659665
"ZBTB32","DLGAP5","turquoise",0.0435388020280591
"ZBTB32","HNRNPAB","turquoise",0.0378400724340341
"ZBTB32","PPID","turquoise",0.0320895916349995
"ZBTB32","MCM10","turquoise",0.0313730041215267
"ZBTB32","GATM","turquoise",0.0264289176255991
"ZBTB32","NUSAP1","turquoise",0.023866341824225
"ZBTB32","SGOL2","turquoise",0.0199112102098132
"ZBTB32","IL10","turquoise",0.0193077098194287
"ZBTB32","KBTBD11","turquoise",0.0164339344477439
"ZBTB32","BCAS4","turquoise",0.0154258954521876
"ZBTB32","MGST1","turquoise",0.0147680970158054
"ZBTB32","GINS2","turquoise",0.0132318595528453
"ZBTB32","DUSP6","turquoise",0.0131734488559659
"ZBTB32","CYCS","turquoise",0.0111101849207473
