"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","transition","direction","key","padj","significant","log2_fold_enrichment"
"MA0136.2",844,1279,5.63455504372789,3.1975,1.76217515050129,6.00945480422919e-98,"ELF5",6.59272541758085e-97,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.59272541758085e-97,TRUE,0.81735814602479
"MA0810.1",792,1181,5.28740236330863,2.9525,1.79082213829251,3.55584473659568e-97,"TFAP2A(var.2)",3.84443503405851e-96,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.84443503405851e-96,TRUE,0.840622863785301
"MA1125.1",2850,5745,19.0266372922091,14.3625,1.32474411085877,6.72383841035797e-92,"ZNF384",7.16569064875292e-91,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",7.16569064875292e-91,FALSE,0.405714802940545
"MA0163.1",1265,2183,8.44515655250684,5.4575,1.54744050435306,1.01286120291908e-88,"PLAG1",1.0642175456023e-87,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.0642175456023e-87,TRUE,0.629884874399288
"MA0081.2",2553,5078,17.0438614059684,12.695,1.34256490003689,1.39892747337385e-88,"SPIB",1.44944429880124e-87,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.44944429880124e-87,FALSE,0.424992904838643
"MA1599.1",1418,2529,9.46658655450965,6.3225,1.49728533879156,7.88153154915901e-86,"ZNF682",8.05427744612688e-85,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",8.05427744612688e-85,FALSE,0.582350146614641
"MA0762.1",524,718,3.49823085653248,1.795,1.94887512898745,9.44582736672579e-85,"ETV2",9.52241515618573e-84,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",9.52241515618573e-84,TRUE,0.96264239548305
"MA0696.1",704,1065,4.6999132118299,2.6625,1.76522561946663,4.55233250523087e-82,"ZIC1",4.52805339853631e-81,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.52805339853631e-81,TRUE,0.81985340830855
"MA0080.5",3043,6303,20.3151078176113,15.7575,1.28923419435896,9.16856490633644e-82,"SPI1",8.99967028964077e-81,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",8.99967028964077e-81,FALSE,0.36651547765072
"MA0687.1",1218,2136,8.13138393751252,5.34,1.52273107444055,2.53475958554986e-79,"SPIC",2.45575409197428e-78,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.45575409197428e-78,TRUE,0.606662121155822
"MA1484.1",418,550,2.790573469524,1.375,2.02950797783564,1.15072971504611e-76,"ETS2",1.10056970182616e-75,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.10056970182616e-75,TRUE,1.02113072202639
"MA1514.1",1317,2397,8.7923092329261,5.9925,1.46721889577407,5.80785692812021e-72,"KLF17",5.4843813523768e-71,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.4843813523768e-71,FALSE,0.55308510739073
"MA1623.1",2336,4747,15.5951665665265,11.8675,1.3141071469582,1.64014061954372e-69,"Stat2",1.52943112772452e-68,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.52943112772452e-68,FALSE,0.394084009800278
"MA0815.1",625,960,4.17250817811603,2.4,1.73854507421501,5.22909183969708e-69,"TFAP2C(var.3)",4.81592902767163e-68,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.81592902767163e-68,TRUE,0.797881301267847
"MA0151.1",1122,1994,7.4904866813539,4.985,1.50260515172596,1.62923812696931e-68,"Arid3a",1.48220932038915e-67,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.48220932038915e-67,TRUE,0.587466913837651
"MA0872.1",647,1008,4.31938046598571,2.52,1.71403986745465,7.68180654899754e-68,"TFAP2A(var.3)",6.90437070548454e-67,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.90437070548454e-67,TRUE,0.777401507683361
"MA1418.1",1025,1800,6.84291341211029,4.5,1.5206474249134,4.75000415361484e-66,"IRF3",4.21845606975794e-65,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.21845606975794e-65,TRUE,0.604686639411032
"MA0736.1",400,547,2.67040523399426,1.3675,1.9527643393011,2.97733844962824e-65,"GLIS2",2.61305233343843e-64,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.61305233343843e-64,TRUE,0.965518593276465
"MA1578.1",466,675,3.11102209760331,1.6875,1.84356865043159,4.12496994715062e-63,"VEZF1",3.57817160531903e-62,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.57817160531903e-62,TRUE,0.882501922769713
"MA0615.1",145,145,0.968021897322919,0.3625,2.67040523399426,9.03913923106719e-63,"Gmeb1",7.75080214525992e-62,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",7.75080214525992e-62,TRUE,1.41705922775132
"MA0135.1",561,862,3.74524334067695,2.155,1.73793194462967,6.70889458463703e-62,"Lhx3",5.68731290924912e-61,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.68731290924912e-61,TRUE,0.797372419139369
"MA0681.2",873,1519,5.82815942319247,3.7975,1.53473585864186,1.4981739670966e-58,"PHOX2B",1.25577278590344e-57,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.25577278590344e-57,TRUE,0.617991316653486
"MA0814.2",1362,2597,9.09272982175045,6.4925,1.40049746965737,3.5047119759472e-58,"TFAP2C(var.2)",2.90501681561846e-57,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.90501681561846e-57,FALSE,0.485940406961913
"MA0006.1",1712,3398,11.4293344014954,8.495,1.34541899958745,4.21049087817878e-58,"Ahr::Arnt",3.45167713749601e-57,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.45167713749601e-57,FALSE,0.428056609016399
"MA1652.1",2274,4729,15.1812537552574,11.8225,1.28409843563183,4.20251326499598e-57,"ZKSCAN5",3.40769010400761e-56,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.40769010400761e-56,FALSE,0.360756923440343
"MA0062.3",1999,4096,13.3453501568863,10.24,1.30325685125843,2.54967394560878e-55,"GABPA",2.04522232626252e-54,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.04522232626252e-54,FALSE,0.382122551234505
"MA0051.1",769,1323,5.13385406235396,3.3075,1.55218565755222,3.27609294932203e-54,"IRF2",2.59996312786621e-53,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.59996312786621e-53,TRUE,0.634302058641411
"MA0686.1",295,389,1.96942386007077,0.9725,2.0251145090702,4.67381681348249e-54,"SPDEF",3.67017615037678e-53,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.67017615037678e-53,TRUE,1.01800419916275
"MA1475.1",260,330,1.73576340209627,0.825,2.10395563890457,1.81131858451262e-53,"CREB3L4(var.2)",1.40754548338168e-52,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.40754548338168e-52,TRUE,1.07310497198669
"MA0057.1",997,1819,6.65598504573069,4.5475,1.46365806393198,1.83793552075374e-53,"MZF1(var.2)",1.41350504998175e-52,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.41350504998175e-52,FALSE,0.549579539922223
"MA0901.2",1044,1923,6.96975766072501,4.8075,1.44976758413417,2.26626833800569e-53,"HOXB13",1.72513895933903e-52,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.72513895933903e-52,FALSE,0.535822631849447
"MA0761.2",1944,3991,12.9781694372121,9.9775,1.30074361685914,5.97839737173679e-53,"ETV1",4.50493377708651e-52,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.50493377708651e-52,FALSE,0.379337736723262
"MA0105.4",703,1197,4.69323719874491,2.9925,1.56833323266329,7.58392362528018e-52,"NFKB1",5.65760702445902e-51,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.65760702445902e-51,TRUE,0.649233049517568
"MA0813.1",736,1269,4.91354563054944,3.1725,1.54879294895175,2.14561371954141e-51,"TFAP2B(var.3)",1.58478003443356e-50,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.58478003443356e-50,TRUE,0.631145221210197
"MA0101.1",764,1332,5.10047399692903,3.33,1.53167387295166,9.0383940133822e-51,"REL",6.6104332686109e-50,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.6104332686109e-50,TRUE,0.615110090369835
"MA0504.1",1456,2878,9.7202750517391,7.195,1.35097637967187,2.5125863132521e-50,"NR2C2",1.81979552396706e-49,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.81979552396706e-49,FALSE,0.434003518846851
"MA0864.2",358,515,2.39001268442486,1.2875,1.85632053159213,7.99760941476851e-50,"E2F2",5.73674675328587e-49,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.73674675328587e-49,TRUE,0.892446619871587
"MA0811.1",645,1087,4.30602843981574,2.7175,1.58455508364885,1.00970159221419e-49,"TFAP2B",7.17368940754084e-49,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",7.17368940754084e-49,TRUE,0.664078723254486
"MA0640.2",2231,4735,14.894185192603,11.8375,1.25822050201504,1.13550926692842e-47,"ELF3",7.99141427479816e-47,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",7.99141427479816e-47,FALSE,0.331385922001567
"MA0107.1",806,1445,5.38086654649843,3.6125,1.48951323086462,4.7562934846399e-47,"RELA",3.31607003695454e-46,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.31607003695454e-46,FALSE,0.574841907205929
"MA0493.1",1875,3913,12.5175245343481,9.7825,1.2795833922155,3.8894844879593e-45,"Klf1",2.68662539631263e-44,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.68662539631263e-44,FALSE,0.355675300340036
"MA0772.1",874,1612,5.83483543627746,4.03,1.44784998418795,2.50136408312101e-44,"IRF7",1.71194275780576e-43,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.71194275780576e-43,FALSE,0.533913124910075
"MA0657.1",604,1038,4.03231190333133,2.595,1.5538774193955,7.08596715555015e-43,"KLF13",4.80557408912765e-42,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.80557408912765e-42,TRUE,0.635873626913524
"MA1651.1",790,1438,5.27405033713866,3.595,1.46705155414149,7.80967004478652e-43,"ZFP42",5.24866112919887e-42,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.24866112919887e-42,FALSE,0.552920553520676
"MA0653.1",769,1393,5.13385406235396,3.4825,1.47418637827824,1.036186933358e-42,"IRF9",6.90174510968812e-42,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.90174510968812e-42,FALSE,0.5599199114966
"MA1615.1",1480,3011,9.88049936577876,7.5275,1.31258709608486,2.38809724905871e-42,"Plagl1",1.57656685645823e-41,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.57656685645823e-41,FALSE,0.392414254412702
"MA0652.1",534,896,3.56499098738234,2.24,1.59151383365283,4.78149206503788e-42,"IRF8",3.12894129870023e-41,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.12894129870023e-41,TRUE,0.670400603620169
"MA1583.1",320,469,2.13632418719541,1.1725,1.82202489313041,5.15622943444179e-42,"ZFP57",3.34482361573354e-41,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.34482361573354e-41,TRUE,0.865543461678603
"MA1508.1",1992,4241,13.2986180652914,10.6025,1.25429078663442,4.10932516510815e-41,"IKZF1",2.64272118376782e-40,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.64272118376782e-40,FALSE,0.326873002177184
"MA1509.1",257,359,1.71573536284131,0.8975,1.91168285553349,1.17565374412937e-39,"IRF6",7.49604865914966e-39,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",7.49604865914966e-39,TRUE,0.934843957541623
"MA0735.1",266,377,1.77581948060618,0.9425,1.88415860011266,3.61584300898301e-39,"GLIS1",2.285948207374e-38,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.285948207374e-38,TRUE,0.913921175427764
"MA0524.2",649,1157,4.33273249215568,2.8925,1.49791961699419,5.33329461295868e-39,"TFAP2C",3.34339309350183e-38,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.34339309350183e-38,FALSE,0.582961169522011
"MA0470.2",160,193,1.0681620935977,0.4825,2.21380744787089,1.33523434205816e-38,"E2F4",8.30070682646155e-38,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",8.30070682646155e-38,TRUE,1.14653039679779
"MA1419.1",445,734,2.97082582281861,1.835,1.61897865003739,9.90576693655445e-38,"IRF4",6.1071918468344e-37,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.1071918468344e-37,TRUE,0.695084851622782
"MA0785.1",616,1094,4.11242406035116,2.735,1.50362854126185,1.0188917721223e-37,"POU2F1",6.23027263937079e-37,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.23027263937079e-37,TRUE,0.588449164875922
"MA0788.1",678,1231,4.52633687162027,3.0775,1.47078371133071,2.68547690599933e-37,"POU3F3",1.62875266006138e-36,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.62875266006138e-36,FALSE,0.556586085051996
"MA0758.1",359,564,2.39668869750985,1.41,1.69977921809209,6.78066023089324e-37,"E2F7",4.07933268729545e-36,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.07933268729545e-36,TRUE,0.76534821767658
"MA0473.3",1974,4262,13.1784498297617,10.655,1.23683245704004,3.72799010458387e-36,"ELF1",2.22486449441565e-35,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.22486449441565e-35,FALSE,0.30665125061481
"MA0014.3",346,544,2.30990052740503,1.36,1.69845627015076,1.66670293920771e-35,"PAX5",9.81291330433248e-35,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",9.81291330433248e-35,TRUE,0.764224923299812
"MA0778.1",517,896,3.45149876493758,2.24,1.54084766291856,1.67056298880727e-35,"NFKB2",9.81291330433248e-35,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",9.81291330433248e-35,TRUE,0.623725172054821
"MA1545.1",94,98,0.627545229988651,0.245,2.56140910199449,3.80188480162966e-35,"OVOL2",2.21578598594979e-34,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.21578598594979e-34,TRUE,1.35693825830324
"MA0259.1",150,183,1.00140196274785,0.4575,2.18885674917562,3.83615182888069e-35,"ARNT::HIF1A",2.21842578631395e-34,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.21842578631395e-34,TRUE,1.13017819881882
"MA0812.1",709,1316,4.73329327725482,3.29,1.43869096573095,6.97560770681463e-35,"TFAP2B(var.2)",4.00292565329516e-34,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.00292565329516e-34,FALSE,0.524757733785264
"MA0757.1",455,772,3.03758595366847,1.93,1.57387873247071,2.35743701826551e-34,"ONECUT3",1.34247940124127e-33,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.34247940124127e-33,TRUE,0.654325301965316
"MA1143.1",259,382,1.72908738901128,0.955,1.81056271100658,1.47706142902837e-33,"FOSL1::JUND(var.2)",8.34763504587244e-33,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",8.34763504587244e-33,TRUE,0.856438943970145
"MA0149.1",2774,6276,18.5192602977502,15.69,1.1803225173837,4.36460556101839e-33,"EWSR1-FLI1",2.44811710415016e-32,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.44811710415016e-32,FALSE,0.239182345142028
"MA0060.3",515,910,3.43814673876761,2.275,1.51127329176598,1.94824025115022e-32,"NFYA",1.0846173338493e-31,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.0846173338493e-31,TRUE,0.595765529104611
"MA0784.1",716,1350,4.78002536884972,3.375,1.41630381299251,1.97063087948185e-32,"POU1F1",1.08895602673589e-31,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.08895602673589e-31,FALSE,0.502131791457779
"MA0877.2",110,125,0.734361439348421,0.3125,2.34995660591495,8.35295486692636e-32,"BARHL1",4.58184141965225e-31,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.58184141965225e-31,TRUE,1.23263473028476
"MA0041.1",1235,2551,8.24487615995727,6.3775,1.2928069243367,1.23660262812823e-31,"Foxd3",6.73361723053766e-31,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.73361723053766e-31,FALSE,0.3705079463074
"MA1548.1",666,1250,4.44622471460044,3.125,1.42279190867214,5.74810531054767e-31,"PLAGL2",3.10730910265838e-30,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.10730910265838e-30,FALSE,0.508725689008444
"MA0601.1",475,834,3.17110621536818,2.085,1.52091425197515,7.05737892536303e-31,"Arid3b",3.78762926497901e-30,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.78762926497901e-30,TRUE,0.604939765842462
"MA0786.1",620,1152,4.1391281126911,2.88,1.43719726135108,1.90883510131519e-30,"POU3F1",1.01713641827224e-29,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.01713641827224e-29,FALSE,0.523259095155125
"MA0764.2",2254,5036,15.0477334935576,12.59,1.19521314484175,3.97024593183403e-30,"ETV4",2.10056983343843e-29,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.10056983343843e-29,FALSE,0.257269127011789
"MA0619.1",688,1307,4.59309700247012,3.2675,1.40569150802452,5.94680505961626e-30,"LIN54",3.12416660174206e-29,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.12416660174206e-29,FALSE,0.491281042728578
"MA0679.2",493,886,3.29127445089792,2.215,1.48590268663563,9.34103899488928e-29,"ONECUT1",4.8730175455856e-28,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.8730175455856e-28,FALSE,0.571340606242385
"MA0627.2",803,1580,5.36083850724347,3.95,1.35717430563126,1.85242403362967e-28,"POU2F3",9.59658561866483e-28,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",9.59658561866483e-28,FALSE,0.440607084964477
"MA0787.1",617,1166,4.11910007343614,2.915,1.41307035109302,9.92316066229999e-28,"POU3F2",5.10529507177641e-27,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.10529507177641e-27,FALSE,0.498834314411527
"MA0792.1",541,1000,3.61172307897723,2.5,1.44468923159089,2.05750573584894e-27,"POU5F1B",1.05130087598857e-26,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.05130087598857e-26,FALSE,0.530760185282223
"MA0834.1",281,454,1.87595967688097,1.135,1.65282790914623,2.57877178492447e-26,"ATF7",1.30868282418616e-25,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.30868282418616e-25,TRUE,0.72493739329259
"MA0865.1",435,779,2.90406569196876,1.9475,1.49117622180681,6.08202834660856e-26,"E2F8",3.06567104497972e-25,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.06567104497972e-25,FALSE,0.576451727660258
"MA0084.1",557,1047,3.718539288337,2.6175,1.42064538236371,7.37629996598504e-26,"SRY",3.69310051988244e-25,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.69310051988244e-25,FALSE,0.506547493427941
"MA0604.1",157,217,1.04813405434275,0.5425,1.9320443398023,1.34266181929019e-25,"Atf1",6.67750478126989e-25,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.67750478126989e-25,TRUE,0.950128950664581
"MA0840.1",309,515,2.06288804326056,1.2875,1.60224314039656,1.57522882122113e-25,"Creb5",7.7822562955693e-25,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",7.7822562955693e-25,TRUE,0.680093993753756
"MA0609.2",308,514,2.05621203017558,1.285,1.60016500402769,2.54912087807726e-25,"CREM",1.25108169410897e-24,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.25108169410897e-24,TRUE,0.678221580590363
"MA1573.1",1277,2728,8.52526870952667,6.82,1.25003940022385,2.82640372589259e-25,"THAP11",1.37810273170972e-24,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.37810273170972e-24,FALSE,0.321974722295945
"MA0465.2",561,1065,3.74524334067695,2.6625,1.40666416551247,1.05573227197758e-24,"CDX2",5.11413165516413e-24,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.11413165516413e-24,FALSE,0.49227895860784
"MA0715.1",475,875,3.17110621536818,2.1875,1.44964855559688,1.24503767407394e-24,"PROP1",5.99224583780105e-24,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.99224583780105e-24,FALSE,0.535704179199787
"MA1644.1",530,997,3.53828693504239,2.4925,1.41957349450046,1.45361103161872e-24,"NFYC",6.95124249735617e-24,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.95124249735617e-24,FALSE,0.50545855883788
"MA0767.1",221,343,1.47539889178183,0.8575,1.7205817979963,2.83340719508206e-24,"GCM2",1.34631959715364e-23,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.34631959715364e-23,TRUE,0.782897319209139
"MA1129.1",229,359,1.52880699646171,0.8975,1.70340612419132,3.1612893423218e-24,"FOSL1::JUN(var.2)",1.49260876542535e-23,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.49260876542535e-23,TRUE,0.768423288719041
"MA0799.1",420,758,2.80392549569397,1.895,1.47964406105223,3.36376838016157e-24,"RFX4",1.57822088779908e-23,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.57822088779908e-23,FALSE,0.565251142021342
"MA1471.1",572,1096,3.81867948461179,2.74,1.3936786440189,6.33412023820712e-24,"BARX2",2.95328356106407e-23,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.95328356106407e-23,FALSE,0.478898976486208
"MA1554.1",238,379,1.58889111422658,0.9475,1.67692993585919,9.61773849225129e-24,"RFX7",4.45641795976364e-23,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.45641795976364e-23,TRUE,0.745823272954008
"MA0052.4",2383,5482,15.9089391815208,13.705,1.16081278230725,4.33717039997654e-23,"MEF2A",1.99724019653241e-22,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.99724019653241e-22,FALSE,0.215136553693962
"MA0871.2",386,692,2.57694105080446,1.73,1.48956130104304,4.70397291238674e-23,"TFEC",2.15286122247884e-22,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.15286122247884e-22,FALSE,0.574888465666102
"MA1544.1",97,119,0.647573269243608,0.2975,2.17671687140708,7.08682075441104e-23,"OVOL1",3.22363919682356e-22,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.22363919682356e-22,TRUE,1.12215442916212
"MA0067.1",266,441,1.77581948060618,1.1025,1.61072061732987,1.21777186029348e-22,"Pax2",5.5058048956299e-22,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.5058048956299e-22,TRUE,0.68770717312457
"MA1106.1",315,544,2.10294412177048,1.36,1.54628244247829,1.80690140987109e-22,"HIF1A",8.12017139616767e-22,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",8.12017139616767e-22,TRUE,0.628804797643583
"MA1145.1",354,627,2.36330863208492,1.5675,1.50769290723121,1.86594784089955e-22,"FOSL2::JUND(var.2)",8.3353119120423e-22,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",8.3353119120423e-22,TRUE,0.592343561668029
"MA0510.2",365,651,2.43674477601976,1.6275,1.49723181322259,2.14721865259331e-22,"RFX5",9.53467330258697e-22,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",9.53467330258697e-22,FALSE,0.582298571674554
"MA0789.1",519,990,3.46485079110755,2.475,1.39993971357881,2.33557251345872e-22,"POU3F4",1.03096869529006e-21,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.03096869529006e-21,FALSE,0.485365731429576
"MA0497.1",2112,4820,14.0997396354897,12.05,1.1701028743145,2.52404771919156e-22,"MEF2C",1.10761152853936e-21,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.10761152853936e-21,FALSE,0.226636608703077
"MA0024.3",134,185,0.894585753388077,0.4625,1.93423946678503,3.85006081848546e-22,"E2F1",1.67961717578371e-21,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.67961717578371e-21,TRUE,0.951767163311458
"MA0781.1",272,456,1.8158755591161,1.14,1.59287329747026,3.99297528176076e-22,"PAX9",1.73183695360089e-21,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.73183695360089e-21,TRUE,0.671632420302157
"MA0095.2",939,1969,6.26877628680152,4.9225,1.27349442088401,1.27971018261348e-21,"YY1",5.51828783947778e-21,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.51828783947778e-21,FALSE,0.348793772113236
"MA0507.1",774,1588,5.16723412777889,3.97,1.3015703092642,5.45074888265604e-21,"POU2F2",2.33693026808127e-20,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.33693026808127e-20,FALSE,0.380254354925741
"MA1420.1",314,551,2.09626810868549,1.3775,1.52179173044319,6.43088151445825e-21,"IRF5",2.74139291987763e-20,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.74139291987763e-20,TRUE,0.60577187584233
"MA0756.1",267,453,1.78249549369117,1.1325,1.57394745579794,9.98627972582138e-21,"ONECUT2",4.23282083833111e-20,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",4.23282083833111e-20,TRUE,0.654388295748633
"MA0145.3",163,244,1.08819013285266,0.61,1.78391825057813,1.1974641947203e-20,"TFCP2",5.04693948735224e-20,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",5.04693948735224e-20,TRUE,0.835050312888785
"MA0616.2",359,651,2.39668869750985,1.6275,1.47261978341619,2.00714710889813e-20,"HES2",8.41197608560678e-20,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",8.41197608560678e-20,FALSE,0.558385967834531
"MA1529.1",834,1737,5.56779491287803,4.3425,1.28216348022522,2.79660505798537e-20,"NHLH2",1.16551249902631e-19,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",1.16551249902631e-19,FALSE,0.358581347435693
"MA1606.1",577,1142,3.85205955003672,2.855,1.34923276708817,5.11580502172071e-20,"Foxf1",2.12021697011314e-19,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",2.12021697011314e-19,FALSE,0.432140330051126
"MA0646.1",291,509,1.94271980773082,1.2725,1.52669533024033,9.14337800298559e-20,"GCM1",3.768486182446e-19,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",3.768486182446e-19,TRUE,0.610413129309489
"MA1127.1",340,616,2.26984444889512,1.54,1.47392496681501,1.68914416351785e-19,"FOSB::JUN",6.92363486804569e-19,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",6.92363486804569e-19,FALSE,0.559664061752395
"MA0862.1",76,91,0.507376994458909,0.2275,2.23022854707213,1.88702617433372e-19,"GMEB2",7.69246735548062e-19,"T1_MBC_to_prePB","closing","T1_MBC_to_prePB_closing",7.69246735548062e-19,TRUE,1.1571922076251
