"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","transition","direction","key","padj","significant","log2_fold_enrichment"
"MA1583.1",39,597,2.8158844765343,1.4925,1.88668976652214,0.000136488271650721,"ZFP57",0.000661170458775572,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.000661170458775572,TRUE,0.915857980880127
"MA1625.1",128,2689,9.24187725631769,6.7225,1.37476790722465,0.000165124843252123,"Stat5b",0.000794729890748926,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.000794729890748926,FALSE,0.459189128149536
"MA1545.1",14,130,1.01083032490975,0.325,3.11024715356845,0.000173451368221932,"OVOL2",0.000829453337779241,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.000829453337779241,TRUE,1.63702969149419
"MA0767.1",32,463,2.31046931407942,1.1575,1.99608580050058,0.000195157546637617,"GCM2",0.000927309106953263,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.000927309106953263,TRUE,0.997174458114519
"MA1651.1",83,1606,5.9927797833935,4.015,1.49259770445666,0.000206814031368433,"ZFP42",0.000976476375954755,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.000976476375954755,FALSE,0.577826339008753
"MA1656.1",142,3062,10.2527075812274,7.655,1.33934782249869,0.000229170565826286,"ZNF449",0.00107522793777616,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00107522793777616,FALSE,0.421531747779735
"MA0831.2",34,512,2.45487364620939,1.28,1.91787003610108,0.000263664582472062,"TFE3",0.00122933611577599,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00122933611577599,TRUE,0.939505712101209
"MA0469.3",11,90,0.794223826714801,0.225,3.52988367428801,0.000280450126787055,"E2F3",0.00129727854796361,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00129727854796361,TRUE,1.81962104962941
"MA0480.1",96,1935,6.93140794223827,4.8375,1.432849187026,0.000281945476980102,"Foxo1",0.00129727854796361,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00129727854796361,FALSE,0.518887775173452
"MA0798.2",74,1409,5.34296028880866,3.5225,1.51680916644675,0.000283453623750763,"RFX3",0.00129727854796361,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00129727854796361,TRUE,0.601040539070033
"MA0863.1",53,926,3.82671480144404,2.315,1.65300855353954,0.000286364021302945,"MTF1",0.00130260707251217,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00130260707251217,TRUE,0.725095062684851
"MA0776.1",13,121,0.938628158844765,0.3025,3.1029030044455,0.000299020908083894,"MYBL1",0.00135193695412476,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00135193695412476,TRUE,1.63361906442941
"MA0103.3",178,4009,12.8519855595668,10.0225,1.28231335091712,0.000326499087440524,"ZEB1",0.00146727903150982,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00146727903150982,FALSE,0.358749972500239
"MA1139.1",31,457,2.23826714801444,1.1425,1.95909597200389,0.000335844565163382,"FOSL2::JUNB(var.2)",0.00150023979408313,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00150023979408313,TRUE,0.970188810350075
"MA1607.1",60,1092,4.33212996389892,2.73,1.58686079263697,0.000340647767449016,"Foxl2",0.00151263830069623,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00151263830069623,TRUE,0.666176482451626
"MA0067.1",34,520,2.45487364620939,1.3,1.88836434323799,0.000349158682045573,"Pax2",0.00154125666749111,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00154125666749111,TRUE,0.91713791082647
"MA0638.1",35,542,2.52707581227437,1.355,1.86500059946448,0.000362302496442838,"CREB3",0.0015898686020374,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0015898686020374,TRUE,0.899176867766562
"MA1103.2",55,985,3.97111913357401,2.4625,1.61263721160366,0.000403914740019634,"FOXK2",0.00175488114515348,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00175488114515348,TRUE,0.689422812412016
"MA0139.1",171,3846,12.3465703971119,9.615,1.28409468508704,0.000404610666174797,"CTCF",0.00175488114515348,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00175488114515348,FALSE,0.36075270966988
"MA0593.1",87,1739,6.28158844765343,4.3475,1.44487370848843,0.000415287225714194,"FOXP2",0.00179077612938028,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00179077612938028,FALSE,0.530944395646834
"MA0144.2",130,2805,9.38628158844765,7.0125,1.33850717838826,0.000434236500267012,"STAT3",0.00186172660459305,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00186172660459305,FALSE,0.420625953983647
"MA1140.2",32,486,2.31046931407942,1.215,1.90162083463327,0.000455173801955261,"JUNB(var.2)",0.00194034089290643,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00194034089290643,TRUE,0.927230373672902
"MA1129.1",25,345,1.80505415162455,0.8625,2.09281640768064,0.000469478773472808,"FOSL1::JUN(var.2)",0.00198994980119724,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00198994980119724,TRUE,1.06544644607769
"MA1508.1",190,4359,13.7184115523466,10.8975,1.25885859622359,0.000509650764399636,"IKZF1",0.00214801960588773,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00214801960588773,FALSE,0.332117384623623
"MA0908.1",20,252,1.44404332129964,0.63,2.29213225603117,0.000541989237944409,"HOXD11",0.00227148298599174,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00227148298599174,TRUE,1.19669091941199
"MA0646.1",38,620,2.74368231046931,1.55,1.77011761965762,0.000567678032359933,"GCM1",0.00236585369910899,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00236585369910899,TRUE,0.8238460418098
"MA0062.3",194,4475,14.0072202166065,11.1875,1.25204203053466,0.000578681876457552,"GABPA",0.00239831488798519,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00239831488798519,FALSE,0.324284146034235
"MA1489.1",65,1236,4.69314079422383,3.09,1.51881579101095,0.000627043604748066,"FOXN3",0.00258438966376827,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00258438966376827,TRUE,0.602947853618178
"MA0003.4",166,3757,11.985559566787,9.3925,1.27607767546308,0.000653698275566961,"TFAP2A",0.00267944458007117,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00267944458007117,FALSE,0.351717279887534
"MA0473.3",195,4516,14.0794223826715,11.29,1.24707018447046,0.00067961797077358,"ELF1",0.0027704645147382,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0027704645147382,FALSE,0.318543818456604
"MA0640.2",213,4995,15.3790613718412,12.4875,1.23155646621351,0.000718426892870885,"ELF3",0.00291275251131348,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00291275251131348,FALSE,0.300483947598914
"MA0758.1",36,585,2.59927797833935,1.4625,1.7772840877534,0.000726836360025723,"E2F7",0.00291675918634941,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00291675918634941,TRUE,0.829675117325597
"MA0157.2",45,783,3.24909747292419,1.9575,1.65981990953981,0.000729611046141015,"FOXO3",0.00291675918634941,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00291675918634941,TRUE,0.731027586838966
"MA0764.2",235,5580,16.9675090252708,13.95,1.21630889070041,0.000731144729017882,"ETV4",0.00291675918634941,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00291675918634941,FALSE,0.282510844586402
"MA0871.2",49,874,3.53790613718412,2.185,1.61917901015291,0.000746045910003634,"TFEC",0.00296037366416336,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00296037366416336,TRUE,0.695263384231274
"MA1683.1",50,899,3.6101083032491,2.2475,1.60627733181272,0.000788263313994309,"FOXA3",0.00311134620232674,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00311134620232674,TRUE,0.683721901033514
"MA0625.1",60,1134,4.33212996389892,2.835,1.52808817068745,0.000861456389226979,"NFATC3",0.00337530201689594,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00337530201689594,TRUE,0.611728733396548
"MA1616.1",111,2376,8.014440433213,5.94,1.3492323961638,0.000864185905130193,"Prdm15",0.00337530201689594,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00337530201689594,FALSE,0.432139933432818
"MA1554.1",29,446,2.09386281588448,1.115,1.87790387074841,0.000995417773054246,"RFX7",0.00386761280572119,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00386761280572119,TRUE,0.909123982067508
"MA0784.1",53,980,3.82671480144404,2.45,1.56192440875267,0.00104409270194416,"POU1F1",0.00403571583238521,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00403571583238521,TRUE,0.643325557838316
"MA0786.1",46,823,3.32129963898917,2.0575,1.61424040777116,0.00113203747143538,"POU3F1",0.00435309254479791,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00435309254479791,TRUE,0.690856347977985
"MA0030.1",42,735,3.03249097472924,1.8375,1.65033522434244,0.00119954415630881,"FOXF2",0.00458902533644293,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00458902533644293,TRUE,0.722759975850694
"MA0152.1",78,1584,5.63176895306859,3.96,1.42216387703752,0.00125395196273108,"NFATC2",0.00477269471529279,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00477269471529279,FALSE,0.508088731831747
"MA0681.2",47,851,3.39350180505415,2.1275,1.59506547828632,0.00128288335606117,"PHOX2B",0.00485802529757175,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00485802529757175,TRUE,0.673616553078157
"MA0481.3",53,991,3.82671480144404,2.4775,1.54458720542646,0.00133048242695598,"FOXP1",0.00501282772984425,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00501282772984425,TRUE,0.627222260022061
"MA0792.1",40,699,2.88808664259928,1.7475,1.65269621894093,0.001507654714615,"POU5F1B",0.00565181114122005,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00565181114122005,TRUE,0.724822441058754
"MA1464.1",42,745,3.03249097472924,1.8625,1.62818307368013,0.00154536766694916,"ARNT2",0.00576422139772037,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00576422139772037,TRUE,0.703263812118536
"MA0486.2",52,975,3.75451263537906,2.4375,1.54031287605295,0.00155758440427044,"HSF1",0.00578088540092411,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00578088540092411,TRUE,0.623224364741385
"MA1542.1",29,461,2.09386281588448,1.1525,1.81680070792579,0.00163973035992146,"OSR1",0.00605563786386838,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00605563786386838,TRUE,0.861400967396382
"MA1117.1",57,1096,4.11552346570397,2.74,1.50201586339561,0.0016831962729863,"RELB",0.00618553901304326,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00618553901304326,TRUE,0.586901010322655
"MA0785.1",43,773,3.10469314079422,1.9325,1.60656824879391,0.00176056825797059,"POU2F1",0.00643815647277481,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00643815647277481,TRUE,0.683983167387849
"MA0852.2",60,1170,4.33212996389892,2.925,1.48107007312783,0.00178215550339019,"FOXK1",0.00648530734404431,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00648530734404431,FALSE,0.566640873839979
"MA1149.1",103,2231,7.43682310469314,5.5775,1.33336138138828,0.00190395452510133,"RARA::RXRG",0.00689490328022132,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00689490328022132,FALSE,0.41506892955009
"MA0906.1",18,242,1.29963898916968,0.605,2.14816361846227,0.0020671234570992,"HOXC12",0.0074496333284831,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0074496333284831,TRUE,1.10310455437504
"MA1472.1",112,2467,8.08664259927798,6.1675,1.31117026336084,0.00212604847600808,"BHLHA15(var.2)",0.00762515463029821,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00762515463029821,FALSE,0.390856140680943
"MA0145.3",20,283,1.44404332129964,0.7075,2.04105063081221,0.00221103204911854,"TFCP2",0.00788593578200216,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00788593578200216,TRUE,1.02931267750762
"MA1578.1",47,875,3.39350180505415,2.1875,1.5513151108819,0.0022199014935931,"VEZF1",0.00788593578200216,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00788593578200216,TRUE,0.633492693552488
"MA0041.1",78,1620,5.63176895306859,4.05,1.39056023532558,0.00227380793934286,"Foxd3",0.00803915034478566,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00803915034478566,FALSE,0.47566727719473
"MA0713.1",27,429,1.94945848375451,1.0725,1.81767690792962,0.00230739199247085,"PHOX2A",0.00811940767161913,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00811940767161913,TRUE,0.862096576979287
"MA0877.2",13,151,0.938628158844765,0.3775,2.48643220886031,0.00236545199647091,"BARHL1",0.00828463469186524,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00828463469186524,TRUE,1.31407767765577
"MA1466.1",34,583,2.45487364620939,1.4575,1.68430438847985,0.00242058193999383,"ATF6",0.00843810339829623,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00843810339829623,TRUE,0.752153743214931
"MA1474.1",43,790,3.10469314079422,1.975,1.57199652698442,0.00262582532919664,"CREB3L4",0.00911100323525905,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00911100323525905,TRUE,0.652598947997204
"MA0509.2",66,1336,4.76534296028881,3.34,1.42674938930803,0.00265667573553982,"RFX1",0.00917537082737365,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00917537082737365,FALSE,0.512732956673156
"MA0862.1",9,85,0.649819494584838,0.2125,3.05797409216394,0.00271325795610884,"GMEB2",0.00928000764803038,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00928000764803038,TRUE,1.61257665569875
"MA0108.2",30,499,2.16606498194946,1.2475,1.73632463482922,0.00271455438075094,"TBP",0.00928000764803038,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00928000764803038,TRUE,0.79603753977407
"MA0095.2",86,1830,6.20938628158845,4.575,1.35724290307944,0.00272429178943519,"YY1",0.00928000764803038,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00928000764803038,FALSE,0.440680003103292
"MA0664.1",34,589,2.45487364620939,1.4725,1.66714678859721,0.00284438356804899,"MLXIPL",0.00964504609892976,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00964504609892976,TRUE,0.737382001400253
"MA1573.1",121,2721,8.73646209386282,6.8025,1.28430166760203,0.00286806917699232,"THAP11",0.00968135568342204,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.00968135568342204,FALSE,0.360985237967726
"MA0656.1",34,592,2.45487364620939,1.48,1.65869840960094,0.00307912122720988,"JDP2(var.2)",0.0103469569166602,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0103469569166602,TRUE,0.730052464009407
"MA0594.2",9,87,0.649819494584838,0.2175,2.98767583717167,0.00317966680456448,"HOXA9",0.010636912269978,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.010636912269978,TRUE,1.57902410708845
"MA0787.1",45,850,3.24909747292419,2.125,1.52898704608197,0.00354524849084112,"POU3F2",0.0118069436346762,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0118069436346762,TRUE,0.612577127479832
"MA0648.1",29,487,2.09386281588448,1.2175,1.71980518758479,0.00361493475122865,"GSC",0.011985516997407,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.011985516997407,TRUE,0.782245990529084
"MA0606.1",75,1576,5.41516245487365,3.94,1.37440671443494,0.00364380970578953,"NFAT5",0.0120277966394646,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0120277966394646,FALSE,0.458810039337697
"MA1525.1",59,1185,4.25992779783394,2.9625,1.43795031150513,0.00367846365648478,"NFATC4",0.0120886955406945,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0120886955406945,FALSE,0.524014827488417
"MA0605.2",32,555,2.31046931407942,1.3875,1.66520310924643,0.00377511023768959,"ATF3",0.0123518957777036,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0123518957777036,TRUE,0.735699023752991
"MA1116.1",153,3582,11.0469314079422,8.955,1.2336048473414,0.00395269990378207,"RBPJ",0.0128504519367153,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0128504519367153,FALSE,0.302881508814391
"MA0789.1",38,693,2.74368231046931,1.7325,1.5836550132579,0.00397916139059148,"POU3F4",0.0128504519367153,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0128504519367153,TRUE,0.663259000909715
"MA0791.1",38,693,2.74368231046931,1.7325,1.5836550132579,0.00397916139059148,"POU4F3",0.0128504519367153,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0128504519367153,TRUE,0.663259000909715
"MA0629.1",30,513,2.16606498194946,1.2825,1.6889395570756,0.00403885997609673,"Rhox11",0.0129870238886559,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0129870238886559,TRUE,0.75611855281581
"MA0788.1",44,836,3.17689530685921,2.09,1.52004560136804,0.00432723976541344,"POU3F3",0.0138545959871177,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0138545959871177,TRUE,0.604115554282001
"MA0851.1",56,1122,4.04332129963899,2.805,1.44146926903351,0.00435524287663323,"Foxj3",0.0138846631878991,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0138846631878991,FALSE,0.527541080911726
"MA0731.1",57,1148,4.11552346570397,2.87,1.43398030163901,0.00450100649618282,"BCL6B",0.0142778503517491,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0142778503517491,FALSE,0.520026212178909
"MA0714.1",34,607,2.45487364620939,1.5175,1.61770915730437,0.00451685346248362,"PITX3",0.0142778503517491,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0142778503517491,TRUE,0.693953145420889
"MA0611.1",46,888,3.32129963898917,2.22,1.49608091846359,0.00478640555746028,"Dux",0.0150660698137779,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0150660698137779,FALSE,0.581189172635666
"MA0025.2",29,498,2.09386281588448,1.245,1.68181752279878,0.00491954963551825,"NFIL3",0.0154201009583892,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0154201009583892,TRUE,0.750022039491144
"MA0844.1",29,500,2.09386281588448,1.25,1.67509025270758,0.00519479539684485,"XBP1",0.0162141339706727,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0162141339706727,TRUE,0.744239690342192
"MA0084.1",42,798,3.03249097472924,1.995,1.52004560136804,0.00521865429267628,"SRY",0.0162141339706727,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0162141339706727,TRUE,0.604115554282001
"MA1521.1",54,1084,3.89891696750903,2.71,1.43871474815831,0.00523807813261679,"MAFA",0.0162141339706727,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0162141339706727,FALSE,0.524781582188708
"MA0613.1",42,801,3.03249097472924,2.0025,1.51435254668127,0.00555772064128683,"FOXG1",0.0171324776793388,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0171324776793388,TRUE,0.598702061663728
"MA0846.1",67,1409,4.83754512635379,3.5225,1.37332721826935,0.0058809171207007,"FOXC2",0.0180073712096657,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0180073712096657,FALSE,0.457676463271428
"MA0614.1",44,851,3.17689530685921,2.1275,1.49325278818294,0.00588981042246438,"Foxj2",0.0180073712096657,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0180073712096657,FALSE,0.578459381706449
"MA0603.1",42,804,3.03249097472924,2.01,1.50870197747724,0.00591525663351274,"Arntl",0.0180113528514306,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0180113528514306,TRUE,0.593308806461602
"MA1119.1",74,1586,5.34296028880866,3.965,1.34753096817369,0.00613592438343517,"SIX2",0.0186073154066774,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0186073154066774,FALSE,0.430319499158538
"MA1491.1",82,1789,5.92057761732852,4.4725,1.32377364277888,0.00630975057527411,"GLI3",0.0190500583060909,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0190500583060909,FALSE,0.404657541013808
"MA0467.1",49,974,3.53790613718412,2.435,1.45293886537335,0.00633299525457177,"Crx",0.0190500583060909,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0190500583060909,FALSE,0.538974993595006
"MA0056.2",92,2049,6.64259927797834,5.1225,1.29674949301676,0.00683549740176059,"MZF1",0.0204790404084875,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0204790404084875,FALSE,0.374900918205454
"MA1544.1",11,134,0.794223826714801,0.335,2.37081739317851,0.00703996592017398,"OVOL1",0.0210072583057991,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0210072583057991,TRUE,1.24538515531451
"MA1136.1",27,467,1.94945848375451,1.1675,1.66977172056061,0.00710451032006513,"FOSB::JUNB(var.2)",0.0211153972062494,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0211153972062494,TRUE,0.739651745073797
"MA0043.3",27,468,1.94945848375451,1.17,1.66620383226881,0.0072986964595449,"HLF",0.021606458566748,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.021606458566748,TRUE,0.736565767050177
"MA1126.1",39,744,2.8158844765343,1.86,1.51391638523349,0.00736914258287665,"FOS::JUN(var.2)",0.0217287761534624,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0217287761534624,TRUE,0.598286479322364
"MA0047.3",48,960,3.46570397111913,2.4,1.44404332129964,0.0076196146213152,"FOXA2",0.0223788681397683,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0223788681397683,FALSE,0.530115022791506
"MA0591.1",86,1911,6.20938628158845,4.7775,1.29971455396932,0.00826193690454385,"Bach1::Mafk",0.0241702154148616,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0241702154148616,FALSE,0.378195920346258
"MA0891.1",28,497,2.02166064981949,1.2425,1.62709106625311,0.00865734526025859,"GSC2",0.0252280451724723,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0252280451724723,TRUE,0.7022958857793
"MA0514.1",110,2536,7.94223826714801,6.34,1.25271896958171,0.0089617120194419,"Sox3",0.0260133741887302,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0260133741887302,FALSE,0.325063953648681
"MA0040.1",45,897,3.24909747292419,2.2425,1.44887289762506,0.00902459841758457,"Foxq1",0.0260943814710003,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0260943814710003,FALSE,0.534932035759063
"MA0884.1",34,640,2.45487364620939,1.6,1.53429602888087,0.00974994006539805,"DUXA",0.0280828389528453,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0280828389528453,TRUE,0.617577805273278
"MA0734.2",85,1901,6.13718411552347,4.7525,1.29135909847942,0.0100386347308177,"GLI2",0.0288031596507308,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0288031596507308,FALSE,0.368891355292831
"MA0853.1",17,262,1.22743682310469,0.655,1.87394934825144,0.0103108657047664,"Alx4",0.0294709035086428,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0294709035086428,TRUE,0.906082728194332
"MA0014.3",34,643,2.45487364620939,1.6075,1.52713757151439,0.0104071329884995,"PAX5",0.0296325237000786,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0296325237000786,TRUE,0.610830977240336
"MA0663.1",33,623,2.3826714801444,1.5575,1.52980512368822,0.0111985903312741,"MLX",0.0317648227647548,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0317648227647548,TRUE,0.613348828005094
"MA0790.1",38,742,2.74368231046931,1.855,1.47907402181634,0.0114499517281004,"POU4F1",0.0323547878377382,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0323547878377382,FALSE,0.56469523083957
"MA0138.2",130,3096,9.38628158844765,7.74,1.2126978796444,0.0128428645449295,"REST",0.0361538752849714,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0361538752849714,FALSE,0.278221365153881
"MA0154.4",145,3496,10.4693140794224,8.74,1.19786202281721,0.0130834533041215,"EBF1",0.0366126715859545,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0366126715859545,FALSE,0.260462943518401
"MA0647.1",19,312,1.37184115523466,0.78,1.7587707118393,0.0131039990796915,"GRHL1",0.0366126715859545,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0366126715859545,TRUE,0.81456823348003
"MA0907.1",25,446,1.80505415162455,1.115,1.6188826471969,0.0133194676950076,"HOXC13",0.0370758317181929,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0370758317181929,TRUE,0.694999299634197
"MA0642.1",26,470,1.87725631768953,1.175,1.59766495122513,0.0137353779991948,"EN2",0.0380914200275066,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0380914200275066,TRUE,0.675965793190955
"MA0463.2",51,1069,3.68231046931408,2.6725,1.37785237392482,0.0140162773359327,"BCL6",0.0387264551577993,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0387264551577993,FALSE,0.462422369924202
"MA1480.1",31,587,2.23826714801444,1.4675,1.52522463237781,0.0141533322214285,"DPRX",0.0389608333475485,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0389608333475485,TRUE,0.609022681779617
"MA0619.1",46,948,3.32129963898917,2.37,1.40139225273805,0.014461454052873,"LIN54",0.0396626644244237,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0396626644244237,FALSE,0.486861855243967
"MA0873.1",14,209,1.01083032490975,0.5225,1.93460349265023,0.0145795659344866,"HOXD12",0.0398401325535788,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0398401325535788,TRUE,0.95203865432107
"MA0522.3",171,4222,12.3465703971119,10.555,1.16973665533983,0.016712486422783,"TCF3",0.0455018790926866,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0455018790926866,FALSE,0.226185003501402
"MA0874.1",17,277,1.22743682310469,0.6925,1.77247194672158,0.0170179000817964,"Arx",0.0461649216764368,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0461649216764368,TRUE,0.825763607759024
"MA0135.1",32,620,2.31046931407942,1.55,1.49062536392221,0.0172681147674202,"Lhx3",0.046634002275073,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.046634002275073,FALSE,0.57591868118383
"MA1604.1",131,3155,9.45848375451263,7.8875,1.19917385160224,0.017315842667822,"Ebf2",0.046634002275073,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.046634002275073,FALSE,0.262042033354068
"MA1574.1",98,2287,7.07581227436823,5.7175,1.23757101431889,0.0176948850185492,"THRB",0.0474833964886247,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0474833964886247,FALSE,0.307512478063242
"MA0634.1",24,436,1.73285198555957,1.09,1.58977246381612,0.0183182592042648,"ALX3",0.0489800048974249,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0489800048974249,TRUE,0.66882120204208
"MA0905.1",19,324,1.37184115523466,0.81,1.69363105584526,0.0187183383875188,"HOXC10",0.0498710015610321,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0498710015610321,TRUE,0.760120481007098
"MA0845.1",44,915,3.17689530685921,2.2875,1.38880669152315,0.0188830688682457,"FOXB1",0.0501308518708587,"T3_PB_to_PC","opening","T3_PB_to_PC_opening",0.0501308518708587,FALSE,0.473846842880325
