"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.91403079522038e-67,0.688485301277876,0.366,0.136,1.13086590690407e-62,"0","TGFBRAP1"
6.53420104116589e-67,0.355672138622568,0.398,0.153,1.50371568560351e-62,"0","TM2D1"
6.57740486595621e-67,0.74124174844354,0.294,0.094,1.5136581818025e-62,"0","TRUB1"
6.68296087775877e-67,0.659030227555309,0.38,0.147,1.53794978679863e-62,"0","NUBP1"
6.69782649141506e-67,0.456764870339486,0.377,0.143,1.54137081046935e-62,"0","ADPRHL2"
7.18546487763329e-67,0.415019140866693,0.97,0.67,1.65359103228975e-62,"0","PARP1"
7.4692256241047e-67,0.417797670136371,0.388,0.149,1.71889289287521e-62,"0","TMEM192"
7.51321486048618e-67,0.365268702543162,0.918,0.597,1.72901613584368e-62,"0","MSN"
8.09249264556569e-67,0.379811455333749,0.914,0.555,1.86232533252403e-62,"0","NDUFB2"
8.70119156044771e-67,0.333205645877582,0.915,0.59,2.00240521380583e-62,"0","EPRS"
9.36785012422036e-67,0.392654485723825,0.402,0.157,2.15582334908683e-62,"0","UBAP1"
9.47445221958141e-67,0.421042689318524,0.984,0.853,2.18035568929227e-62,"0","RPL6"
9.89144533839188e-67,0.483094128190926,0.385,0.147,2.27631831572412e-62,"0","NDUFAF1"
1.00407401518522e-66,0.45938697259687,0.4,0.158,2.31067553114575e-62,"0","TBPL1"
1.07809276931323e-66,0.837997320927669,0.301,0.1,2.48101489002053e-62,"0","PAQR4"
1.12117625083658e-66,0.420132480775854,0.422,0.171,2.58016290605023e-62,"0","PIP5K1A"
1.20181316355583e-66,0.512875018925941,0.346,0.123,2.76573263329103e-62,"0","CUTC"
1.32742897838325e-66,0.260773869171727,0.585,0.278,3.05481230795337e-62,"0","HSPB11"
1.45360725810847e-66,0.44871821137919,0.945,0.643,3.34518638308501e-62,"0","DBI"
1.53969496066356e-66,0.251707700401253,0.819,0.454,3.54330001297504e-62,"0","COMT"
1.54321664567052e-66,0.501210714922665,0.313,0.103,3.55140446668156e-62,"0","ETFDH"
1.6293543291626e-66,0.375619781179863,0.399,0.156,3.7496331177019e-62,"0","ZNF598"
1.67448685196754e-66,0.619130482568835,0.293,0.093,3.85349659243289e-62,"0","LMBR1"
1.68272269718761e-66,0.39703079867662,0.372,0.14,3.87244974303784e-62,"0","QRSL1"
1.97054057681117e-66,0.609007484984243,0.346,0.126,4.53480502941554e-62,"0","TELO2"
2.08102832689017e-66,0.74639136165624,0.261,0.074,4.78907048867234e-62,"0","CABLES2"
2.19810495604668e-66,0.422143983542952,0.965,0.725,5.05849893535024e-62,"0","COX7C"
2.5297870000133e-66,0.761476280768393,0.282,0.086,5.8217988231306e-62,"0","NEIL2"
2.5415673127062e-66,0.372040874459454,0.42,0.168,5.84890885673078e-62,"0","CSTF3"
2.77668360735719e-66,0.67707898998833,0.318,0.109,6.38998198561111e-62,"0","AAR2"
2.7819853061162e-66,0.692016419944317,0.285,0.089,6.40218278496522e-62,"0","PPP6R1"
2.87999887005445e-66,0.397705551929486,0.379,0.145,6.6277413996563e-62,"0","KIF1B"
2.99383305694884e-66,0.261556092064725,0.911,0.539,6.88970801395637e-62,"0","PSMB8"
3.22479686655105e-66,0.478236370159582,0.387,0.151,7.42122502899393e-62,"0","MRE11A"
3.4155703436433e-66,0.401589627995945,0.963,0.682,7.86025203182632e-62,"0","MORF4L1"
